filename,data_density_explanation,visual_encoding_explanation,text_annotation_explanation,domain_schema_explanation,color_symbol_explanation,aesthetic_order_explanation,cognitive_load_explanation,summary
VisJ.1515.12.png,The image shows concentric circular rings with limited discrete data points; pattern is repetitive rather than information-dense.,Concentric rings with color gradients form the primary encoding; relatively simple geometric pattern.,"No text, labels, titles, or annotations of any kind are present.","Appears to be a scientific visualization possibly representing wave interference, diffraction, or field patterns, requiring some domain knowledge to interpret.","Limited color palette of dark green, olive, and dark red/maroon; smooth gradients between rings.",Highly ordered and symmetric concentric ring pattern; very organized visual structure.,"Without context or labels, interpreting the meaning is ambiguous, but the visual pattern itself is simple and regular.","A concentric ring pattern visualization in dark green and red tones, likely representing a wave or field phenomenon. Very minimal complexity due to absence of text, simple geometry, and limited color palette, though domain interpretation adds some cognitive challenge."
v483_n7391_8_f5.png,"Dense contour plot with many nested contour levels and overlapping features, representing a continuous 2D scalar field.","Filled contour plot with dual axes on both x and y, plus overlay lines (cyan); moderately complex encoding.","Four axis labels with subscript notation, dual axes on top/bottom and left/right, plus a color legend with 12 levels.",Condensed matter/quantum physics domain with energy-momentum dispersion; requires specialized knowledge of Fermi energy and wavevectors.,Sequential yellow-to-red colormap with ~12 discrete levels; cyan overlay line adds contrast; well-structured but moderately complex.,Well-organized layout with clear legend and axis labeling; contours are clean and readable.,Dual axes require mental mapping between absolute and normalized units; interpreting contour features in the physics context demands significant effort.,"A filled contour plot showing energy-momentum dispersion with dual axes in both absolute and normalized units. The dense contour structure and specialized physics domain contribute to moderately high complexity, though the clean layout and organized color legend help readability."
VisJ.1499.8.png,Two 3D surface renderings with moderate data encoded through color mapping and glyph markers on the right panel.,"3D mesh surfaces with continuous color mapping, wireframe grid lines, and diamond-shaped glyphs on the right; moderately complex encoding.",Minimal text — only two captions and small orientation cubes labeled L and I.,Requires specialized cardiac imaging knowledge (perfusion and motion scenarios on a heart model); high domain specificity.,Warm orange-yellow gradient color map on both surfaces; green diamond glyphs on the right panel add symbol complexity.,Well-organized side-by-side comparison; clean layout with clear visual separation.,Requires understanding 3D cardiac models and interpreting color-mapped scalar fields and glyph overlays; moderate-to-high cognitive demand.,"Two side-by-side 3D cardiac surface renderings showing perfusion and motion scenarios with color-mapped scalar fields and glyph overlays. The domain-specific nature increases complexity, but the clean layout and minimal text keep overall complexity moderate."
v487_n7406_7_f3.png,"Dense field data with continuous color mapping, vector arrows, and contour lines overlaid simultaneously across the entire plot area.","Three simultaneous encoding layers—color heatmap, vector field arrows, and contour lines—create high encoding complexity.","Minimal text with axis labels, a color bar legend, and a 'Rod' label; relatively low annotation burden.",Requires understanding of displacement fields in geomechanics or fluid dynamics with a physical rod penetration scenario.,Full rainbow color spectrum from red to purple with black arrows and contour lines; rich color and symbol variety.,Well-organized scientific figure with clear spatial layout despite the layered complexity; reasonably orderly.,"Must simultaneously interpret color gradients, vector directions/magnitudes, and contour lines in a physical context.","A 2D displacement field visualization showing vertical displacement (Δz) around a rod penetrating a medium, with three overlaid encoding layers: color heatmap, vector arrows, and contour lines. The multi-layered encoding and domain-specific context create moderately high visual complexity despite a clean layout."
SciVisJ.1236.10.png,"A 9×6 grid of small heatmaps, each containing dense matrix data, creating very high overall data density.",Each cell is a matrix heatmap with color intensity encoding; repetitive but requires careful comparison across many panels.,"Column headers with coded labels (E5U, E5W, E1U, E1W combinations) are present but minimal other text.",Requires understanding of correlation/similarity matrices and experimental condition comparisons; specialized domain knowledge needed.,Diverging purple-green color scheme used consistently across all panels; moderate color complexity.,Well-organized grid layout with consistent sizing; systematic arrangement reduces disorder despite high density.,Comparing 54 small multiples of heatmaps with subtle pattern differences demands significant cognitive effort.,"A small multiples display of 54 correlation/similarity heatmaps comparing experimental conditions (E5U, E5W, E1U, E1W). The systematic grid layout is well-organized, but the sheer volume of matrices and the need to compare subtle purple-green patterns across panels creates high cognitive demand and data density."
SciVisJ.2926.1.png,"Extremely dense volumetric rendering with many overlapping structures, particles, and flow features packed into the scene.","Complex 3D volume rendering with glyphs (arrows/spikes), surface textures, and flow patterns representing multiple data dimensions simultaneously.",Only a single label '(a)' is present; virtually no text annotation.,"Appears to be a scientific simulation visualization (likely astrophysical or fluid dynamics), requiring significant domain expertise to interpret.","Rich color palette including blue, red, orange, yellow, and green encoding different variables against a dark background; high color variety.","The swirling, chaotic structures create visual disorder, though the dark background provides some contrast and framing.",Very difficult to parse without domain knowledge; multiple overlapping visual layers and 3D depth cues demand significant cognitive effort.,"A complex 3D scientific visualization showing what appears to be a vortex or spiral structure with volumetric rendering, particle glyphs, and multi-colored flow features. The image is visually dense and requires specialized domain knowledge to interpret, though it contains almost no text annotations."
VisJ.1197.5(3).png,Extremely dense scene with hundreds of 3D rectangular blocks filling the entire frame with significant overlap and occlusion.,3D perspective rendering of extruded blocks on a curved/spherical surface; height and position encode data values.,"No text, labels, legends, or annotations are present anywhere in the image.","Appears to be a 3D treemap or urban-style visualization on a spherical projection, requiring spatial/domain familiarity to interpret.",Monochrome grayscale only; shading conveys depth and lighting but no color variety or symbolic markers.,Highly cluttered with dense overlapping blocks creating visual chaos; difficult to discern structure or hierarchy.,"Hard to parse individual elements or extract meaning due to density, 3D occlusion, and lack of labels or legend.","A dense 3D visualization of extruded rectangular blocks arranged on what appears to be a curved surface, rendered in grayscale. The extreme density and occlusion of elements creates high visual complexity despite the absence of color or text, making individual data interpretation very challenging."
InfoVisJ.2699.12.png,Hundreds of nodes and edges densely packed across the entire canvas with significant overlap in the central region.,Node-link diagram with varying node sizes and edge connections; standard network graph encoding but dense.,Minimal text — only four red labels (SG1–SG4) with circles highlighting specific subgraphs.,Network/graph visualization requiring understanding of graph topology and subgroup identification.,Mostly uniform purple/blue nodes with pink halos for some; red circles and labels mark four subgroups — limited color variety.,"The layout is somewhat organic and cluttered, with many overlapping edges in the center creating visual noise.",Tracking individual clusters and their connections is challenging due to density and overlap; highlighted subgroups help but overall load is high.,"A dense node-link network graph with hundreds of nodes and edges, featuring four highlighted subgroups (SG1–SG4). The central area is particularly cluttered with overlapping connections, making individual structure identification difficult."
SciVisJ.980.12(2).png,"Dense streamlines, vector arrows, and 3D glyphs fill the volume with substantial information content.","Complex mix of 3D streamlines, directional arrows, ellipsoidal glyphs, and color-coded elements in a perspective projection.",Virtually no text annotations present in the visualization.,Highly specialized 3D fluid dynamics or tensor field visualization requiring domain expertise to interpret vortex structures and glyph meanings.,"Multiple colors (red, blue, green, yellow, dark green) encode different properties across arrows and glyphs with varied shapes and sizes.",Semi-organized with repeating vortex patterns but streamlines create visual entanglement and some clutter.,"Interpreting 3D flow topology, glyph orientations, and multiple simultaneous encoding channels demands significant cognitive effort.","A 3D scientific visualization showing flow field streamlines with vortex structures and tensor/vector glyphs inside a rectangular domain. The combination of 3D perspective, dense streamlines, multi-colored directional arrows, and ellipsoidal glyphs creates high visual and cognitive complexity despite the absence of text annotations."
InfoVisJ.2402.12(1).png,Extremely dense treemap-like visualization with hundreds of nested rectangular elements filling the entire canvas.,Nested rectangles of varying sizes with 3D-shaded/rounded appearance create complex spatial encoding across a hierarchical structure.,"Text is present but mostly illegible at this zoom level, appearing as tiny labels within cells.","Appears to be a treemap or cushion treemap showing hierarchical data, requiring familiarity with space-filling visualizations and the underlying domain.",Predominantly gray with selective green and cyan highlights; limited color palette but meaningful color differentiation.,The layout follows treemap logic but the sheer density and varying cell sizes create a visually overwhelming and somewhat chaotic appearance.,Very difficult to interpret individual elements or understand the overall hierarchy due to extreme density and small cell sizes.,"A cushion treemap visualization with extremely high data density showing hundreds of hierarchical elements. The predominantly gray palette with green and cyan highlights marks specific categories, but the sheer volume of nested rectangles makes interpretation very challenging."
VisC.503.6.png,Only three bars with error bars representing minimal data points.,Simple bar chart with hatched fill and error bars; very standard encoding.,"Minimal text with a title, y-axis label, y-axis tick marks, and three category labels.",Requires basic understanding of bar charts and error bars; slightly specialized category labels but straightforward.,"Essentially monochrome with black hatching on white, plus small red error bars; very limited color use.","Very clean, well-organized layout with ample whitespace and no clutter.",Immediately interpretable; three bars with clear labels require minimal cognitive effort.,"A very simple bar chart comparing percent correct across three conditions with error bars. The visualization is clean, minimal, and highly readable with extremely low visual complexity."
whoQ50_2.png,About 20 bars representing percentage changes for different countries; moderate but not overwhelming data volume.,Simple vertical bar chart with a single encoding type; straightforward spatial layout.,Long rotated country names on the x-axis add moderate text density; clear title and axis labels.,Basic epidemiological concept (case incidence change) requiring minimal domain expertise.,Single color (brown/orange) used uniformly across all bars; minimal color complexity.,"Well-organized, sorted from most negative to most positive; clean and orderly layout.",Easy to interpret sorted bar chart; the ordering aids rapid comprehension of trends.,"A clean, sorted bar chart showing percentage change in case incidence across Latin American countries from 2000-2011. Low visual complexity with a single color, clear ordering, and straightforward encoding that makes interpretation easy."
InfoVisC.211.18.png,A simple histogram with roughly 18 bars showing a right-skewed distribution; low data density.,Standard bar chart with uniform black bars; minimal encoding variety.,Axis labels are present but partially illegible/blurry; minimal text content overall.,Simple histogram requiring no specialized domain knowledge to interpret.,Single black color used for all bars on white background; no color variety or symbols.,Clean and well-organized layout with a clear decreasing pattern; very orderly.,Immediately interpretable as a right-skewed frequency distribution; very low cognitive demand.,"A simple black-and-white histogram showing a right-skewed distribution of thread sizes versus percentage of total messages. Very low visual complexity with minimal encoding, single color, and straightforward interpretation."
whoJ44.png,Only two line series over 11 time points; very low data density.,Simple dual-line chart with standard x-y axes; minimal encoding variety.,"Includes a prominent title, subtitle, axis labels, legend, endpoint value annotations, and source citation — moderate text volume for a simple chart.",Basic understanding of ODA (Official Development Assistance) helpful but the chart is straightforward.,Only two colors (dark blue and light blue) with no additional symbols or textures.,"Very clean, well-organized layout with clear visual hierarchy and no clutter.",Immediately interpretable; the narrative is clear from the title and the two lines.,"A simple dual-line chart comparing total ODA and general budget support from 2000–2010. Very clean design with low complexity, though it includes a fair amount of supporting text and annotations."
wsj340.png,Only 6 categories in a single pie chart; very low data density.,Standard donut/pie chart with direct labels; simple and conventional encoding.,"Moderate text with a headline, explanatory paragraph, category labels with percentages, center annotation, and source attribution.",Energy generation breakdown is accessible to general audiences; no specialized knowledge needed.,"A small palette of distinct colors (orange, blue, yellow, gray, beige) used cleanly to distinguish categories.","Very clean, professional newspaper infographic layout with clear hierarchy and ample whitespace.",Immediately interpretable pie chart with clear labels; minimal cognitive effort required.,"A clean Wall Street Journal infographic showing India's electrical power generation by source as a donut chart. The design is polished and simple with only 6 categories, making it very easy to read and understand at a glance."
InfoVisC.73.6.png,Low data content; the same text phrase is repeated at decreasing sizes along curved paths.,Text along curved spline paths with red endpoint markers; moderately novel encoding but simple geometry.,Repeated text 'IEEE Information Visualization 2005' at various scales dominates the image.,Appears to demonstrate text-on-path rendering; minimal domain knowledge needed.,"Simple two-color scheme (dark green text, red dots) with minimal variety.","Somewhat organized with progressive size reduction, but curved text and overlap create mild disorder.",Easy to understand as a text-on-curve demonstration; low interpretive demand.,"A demonstration of text rendered along curved splines at progressively smaller sizes, using the phrase 'IEEE Information Visualization 2005.' The image has low data density and simple color use, resulting in relatively low overall visual complexity."
VisC.167.11.png,"About 30 stacked bars each with 3 components, representing moderate data volume.",Standard stacked bar chart with straightforward spatial encoding; no unusual visual forms.,"Clear axis labels, legend with 3 items, and numeric tick marks; moderate but readable text.",Requires some understanding of isosurface computation terminology but the chart form itself is standard.,"Three distinct colors (blue, dark red, yellow) used consistently; simple and effective palette.",Well-organized layout with clean gridlines and clear legend placement; very orderly.,Easy to interpret the stacked bar proportions and overall trend; low cognitive demand.,"A clean stacked bar chart showing computation time breakdown across 30 normalized isovalues with three components. The chart is well-organized with a clear bell-shaped distribution pattern, making it straightforward to interpret."
VASTJ.2908.2.png,"A matrix of 17 rows × 5 columns with categorical color encodings in each cell, representing a moderately dense dataset.",Simple horizontal bar-like markers within a grid layout; encoding is straightforward using three shades of blue plus gray for absence.,17 row labels and 5 column headers with a legend; significant text volume but clearly readable.,Requires understanding of cognitive science and visualization research frameworks to fully interpret the categories and their relationships.,"Three shades of blue (high, medium, low) plus gray background; limited but functional color palette.",Well-organized grid layout with consistent spacing; clean and structured appearance.,Requires comparing patterns across multiple rows and columns with domain-specific terminology; moderate cognitive effort needed.,"A matrix visualization mapping 17 cognitive/analytical tasks against 5 theoretical frameworks, using three shades of blue to indicate research focus levels. The layout is clean and organized but requires domain knowledge in visualization and cognitive science to fully interpret."
economist_daily_chart_153.png,Three stacked area series over ~30 years; moderate data volume but not overwhelming.,Standard stacked area chart with a single y-axis; straightforward encoding.,"Clear title, subtitle, legend, axis labels, and source attribution; minimal and well-organized text.",No specialized domain knowledge needed; weather disasters counted over time is intuitive.,Three shades of blue/teal differentiate categories; limited but effective palette.,"Clean, well-designed Economist-style chart with clear layout and good whitespace.",Easy to interpret; stacked areas clearly show trends and composition over time.,"A clean stacked area chart showing three types of global weather-related disasters from 1980 to 2009. The Economist-style design is well-organized with minimal clutter, making it easy to read and interpret."
InfoVisJ.1236.13.png,Two side-by-side map representations of the Netherlands with numerous regions and grid cells conveying moderate-to-high data density.,"Dual encoding: left uses a cartogram/area-proportional map with numbered regions; right uses a gridded tile map with color-coded cells, adding encoding variety.","Numeric labels on each region of the left map; no title, legend, or axis labels present, keeping text moderate.",Requires understanding of cartograms and tile maps as geographic representations of the Netherlands' provinces.,"Rich and varied color palette with many distinct hues (greens, reds, browns, yellows, blues, oranges) used across both maps to distinguish regions.",Reasonably well-organized with two clear views side by side; the gridded map adds some visual complexity but maintains geographic coherence.,"Viewer must compare two different geographic representations and match colors/regions across them, requiring moderate cognitive effort.","A dual-view visualization of the Netherlands showing a cartogram with numbered provinces alongside a gridded tile map with matching color coding. The rich color palette and dual encoding create moderate-to-high visual complexity, though the layout is relatively clean and organized."
InfoVisJ.1558.9.png,Moderate number of elliptical glyphs scattered across the space with varying densities and some overlap in the central region.,"Ellipses encode multiple variables through orientation, size, color intensity, and position; a zoom inset adds structural complexity.",Minimal text present — only the color legend values (1.10 to 4.96); no title or axis labels.,Appears to be a specialized scientific visualization (possibly tensor field or uncertainty ellipses) requiring domain-specific knowledge to interpret.,Single-hue sequential color scale from light pink to dark red/brown; ellipses vary in orientation and size as additional encoding channels.,"Semi-organized with a dashed border and zoom detail box, but the scatter of ellipses feels moderately cluttered in places.","Interpreting the meaning of ellipse orientation, size, and color simultaneously requires moderate cognitive effort, compounded by the specialized domain context.","A glyph-based visualization using oriented ellipses colored on a red sequential scale, with a zoom inset highlighting a dense region. The visualization requires domain knowledge to fully interpret the multi-channel encoding of the elliptical markers."
VisJ.1949.18(3).png,A grid of approximately 60+ small multiples showing 3D rendered objects with subtle variations across instances.,"3D rendered glyphs with orientation, size, and shape variations encoding data across a grid layout.","Virtually no text, labels, or annotations present in the image.","Appears to be a specialized scientific visualization (possibly magnetism, fluid dynamics, or molecular simulation) requiring domain expertise to interpret.","Limited but functional color palette of orange, green, and dark tones on black background; colors appear to encode different properties.","Relatively organized grid layout, though some irregularity in spacing and the dark background makes differentiation challenging.",High cognitive demand due to needing to compare subtle 3D glyph differences across many instances without any labeling or context.,"A small multiples grid of 3D rendered glyphs on a black background, likely from a scientific simulation. The lack of labels combined with the specialized domain nature and need to compare subtle variations across many instances creates moderate-to-high complexity despite the repetitive structure."
SciVisJ.822.18.png,"Three similar heatmap grids with moderate cell counts, but relatively sparse overall information.",Grid-based heatmaps with sequential blue color encoding; straightforward spatial layout.,Minimal text — only y-axis labels (2–6) and year labels for each panel.,"Requires understanding of heatmap conventions and the unlabeled x-axis dimension, adding some ambiguity.",Sequential blue color scale from white to dark navy; limited but functional color range.,Very clean and well-organized with three neatly stacked identical panel layouts.,Comparison across three time periods is straightforward but the missing x-axis labels and legend add some interpretive effort.,"Three stacked heatmap panels showing data for years 1999, 2003, and 2005 with a sequential blue color scale. The layout is clean and organized but lacks axis labels and a color legend, creating moderate ambiguity. Overall complexity is relatively low."
InfoVisJ.349.1.png,Many nodes (circles and squares) connected by numerous orthogonal edges creating a dense network structure.,Uses two node types (circles and rectangles) with orthogonal edge routing; moderate encoding variety but consistent scheme.,Virtually no text labels or annotations present anywhere in the diagram.,Appears to be a circuit diagram or hierarchical graph layout requiring specialized domain knowledge to interpret.,Monochrome grayscale only; minimal color diversity with just two symbol types (circles and squares).,Orthogonal routing provides some order but many crossing edges and sprawling layout create visual clutter.,Tracing connections through the dense network with many crossings and no labels is cognitively demanding.,"A monochrome orthogonal graph/circuit diagram with many nodes (circles and rectangles) connected by numerous edges with crossings. The lack of labels makes interpretation difficult, while the dense wiring and sprawling layout contribute to moderate-high complexity."
VASTJ.422.7.png,"Moderate data density with 11 users each having multiple event markers along timelines, but not overwhelmingly dense.",Timeline-based encoding with both color-coded circles and triangle markers along horizontal lines for each user.,"Clear user labels on y-axis, time axis with units, and a well-organized legend with 7 categories.",Requires understanding of user study event timelines and some domain-specific categories like Neo-Nazi and Islamic terrorist tasks.,"Five distinct colors (blue, orange, red, black, yellow) combined with two shape types (circles and triangles) for encoding.",Well-organized parallel timeline layout; clean and systematic arrangement with consistent spacing.,"Moderate effort needed to track multiple color and shape encodings across users, but the parallel structure aids comparison.","A parallel timeline visualization showing event markers for 11 users during a study, using color and shape to encode event types and first encounters. The layout is clean and systematic, making it moderately complex with a manageable cognitive load."
VASTJ.2012.9(2).png,"High data density with a temporal stream graph on top and two densely packed word clouds below, each containing dozens of terms.","Multiple encoding types: stream/river graph for temporal trends, word clouds with size encoding, pie charts, and connecting lines between views.","Extremely text-heavy with two large word clouds, topic labels, date annotations, category legends, and numerous overlapping terms.","Requires understanding of topic modeling, temporal analysis of social media (Occupy movement), and coordinated multi-view visualization concepts.","Multiple colors used functionally: red, blue, green, gray streams; color-coded category labels; pie chart segments; word cloud color differentiation.","Moderately organized with clear top/bottom separation, but word clouds are inherently cluttered and some overlapping text reduces clarity.",Requires integrating temporal topic trends with detailed word-level content across two linked word clouds; significant mental effort needed.,"A multi-view visualization combining a temporal stream graph of protest-related topics (Oct 2011) with two detailed word clouds showing topic-specific vocabulary. The combination of temporal, categorical, and textual data creates substantial visual and cognitive complexity."
v488_n7412_9_f1.png,"Dense spatial data with many sized and colored circles spread across the Himalayan region, plus multiple overlaid geographic features.","Dual encoding of circle size (standard error) and color (elevation trend), overlaid on a shaded relief map with rivers, basins, and sub-region boundaries.","Substantial text including geographic labels, sub-region statistics with uncertainties, coordinate labels, and a detailed legend.",Requires glaciology/remote sensing domain knowledge to interpret ICESat elevation difference trends and their spatial significance across Himalayan sub-regions.,"Diverging color scale from blue (positive) through white to red (negative), multiple line styles for rivers/basins/glaciers/sub-regions, and graduated circle sizes.",Reasonably well-organized with clear legend placement; the map is busy but follows cartographic conventions.,"Must simultaneously interpret color, size, spatial patterns, sub-region boundaries, and statistical annotations across a complex terrain backdrop.","A scientific map showing glacier elevation change trends across the Himalayan region using bivariate symbols (color for trend magnitude, size for uncertainty) on a shaded relief base. High complexity due to multiple overlaid layers, domain-specific content, and dense spatial data requiring simultaneous interpretation of several visual channels."
v488_n7409_12_f4.png,"Moderate data density with a phylogenetic tree showing ~9 taxa, temporal ranges, geological periods, and an embedded fossil image.","Combines a cladogram with horizontal range bars, a geological timescale, shaded intervals, and dashed vs solid lines indicating uncertainty.","Numerous geological period labels (rotated), taxon names, time markers, and labeled gaps create substantial text content.","Requires knowledge of paleontology, geological timescales, phylogenetic conventions, and extinct insect taxonomy.","Limited color palette with cyan lines, gray shaded bands, and a small fossil photograph; dashed lines indicate uncertainty.",Well-organized layout with clear spatial structure; the timeline and tree are neatly arranged.,Interpreting phylogenetic relationships against a geological timeline with gaps and uncertainty requires moderate effort.,"A phylogenetic timeline of early hexapod evolution showing divergence points, temporal ranges, and geological periods from the Silurian to the Permian. The diagram integrates a cladogram with a stratigraphic timescale and highlights key gaps in the fossil record, requiring paleontological domain knowledge to fully interpret."
v488_n7409_19_f1.png,"Extremely dense matrix with dozens of samples across columns and many genomic features across rows, each cell encoding mutation or copy number status.","Complex heatmap/oncoprint combining categorical color encodings across multiple data types (clinical, copy number, somatic mutations) in a structured grid.","Extensive labeling including sample identifiers, gene names, pathway categories, subtype labels, and a detailed multi-category legend at the bottom.","Requires deep genomics/oncology knowledge to interpret medulloblastoma subtypes, copy number alterations, somatic mutations, and pathway annotations.","Many distinct colors encoding sex, age groups, histology types, copy number gains/losses, and multiple mutation types — a rich and complex color scheme.","Well-organized into clear sections with consistent alignment; samples are grouped by subtype, making the layout relatively structured despite the density.","Very high cognitive demand to cross-reference multiple data layers, understand subtype groupings, and interpret the many color-coded categories simultaneously.","This is a genomic oncoprint-style visualization of medulloblastoma samples showing clinical variables, subtypes, copy number alterations, and somatic mutations across multiple pathways. The visualization is extremely data-dense with many color-coded categories requiring specialized genomics knowledge to interpret, though the layout is well-organized by subtype groupings."
