imageName,imageURL,VisType,NormalizedVC,Topics,SubTopics,rawUserComments,originalPhrases,originalSentiments,originalStems,originalStemPOS,objectWords,actionWords,humanCuratedPhrases,finalPhrases
visMost325.png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/visMost325.png,Area,0.61,"Data Density / Image Clutter; Semantics / Text Legibility; Schema; Color, Symbol, and Texture Details; Immediacy / Cognitive Load",Information Volume; Typography & Readability; Domain Familiarity; Color Palette & Contrast; Interpretive Difficulty,less information; 1. Great detail in colorization of continents. 2. Small table in bottom left corner. 3. Tiny writing in bottom right corner. 4. Far more detailed looking in general.; the image on the right is darker and harder to see but has more going on and is very complex; map graph,map; more going on; darker; harder to see; Great detail; Small table; Tiny writing; map of continents,(-); (+); (+); (+); (+); (+); (+); (+),map; go; darker; hard; great; detail; small; table; tiny; write; continent,NOUN; VERB; PROPN; ADV; ADJ; NOUN; ADJ; NOUN; ADJ; NOUN; NOUN,map; darker; detail; table; writing; continent,go,"more detailed/things; small and simple; word rotation/small font size; domain-specific concepts (e.g., chemical, biology, map); color details; unclear coloring; more difficult to interpret/read/understand/differentiate","color contrast/clarity; color variety/shading; domain-specific concepts (e.g., chemical, biology, map); easy/hard to interpret; much/little data/info; word rotation/small font size"
InfoVisJ.2402.12(1).png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/InfoVisJ.2402.12(1).png,Area,0.88,"Data Density / Image Clutter; Visual Encoding Clarity; Schema; Color, Symbol, and Texture Details",Element Quantity; Graphical Forms & Primitives; Domain Familiarity; Color Palette & Contrast,1. i felt like this cotains a multitude of observations 2. differnent sizes/figures 3. different colors; the left side looks like a complex image generated by some sort of light detection or graphing software that i am not familiar with.; their actions and use their size growing small as they go down,size growing small; colors distribution; not familiar with; a multitude of observations; differnent sizes/figures; different colors,(-); (+); (+); (+); (+); (-),size; grow; small; color; distribute; familiar; multitude; observation; differnent; figure; differ,NOUN; VERB; ADJ; NOUN; NOUN; ADJ; NOUN; NOUN; NOUN; NOUN; ADJ,size; color; distribution; multitude; observation; differnent; figure,grow,more charts/points/lines/shapes/elements; shape size variation; size decreasing; unfamiliar concepts/patterns; color variety/arrangement/distribution,"color variety/shading; domain-specific concepts (e.g., chemical, biology, map); more charts/points/lines/shapes/elements; shapes and lines"
visMost147.png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/visMost147.png,Area,0.59,"Data Density / Image Clutter; Semantics / Text Legibility; Schema; Color, Symbol, and Texture Details; Immediacy / Cognitive Load",Visual Clutter & Overlap; Element Quantity; Typography & Readability; Domain Familiarity; Color Palette & Contrast; Interpretive Difficulty,"On the left side, relevant data is mostly focused on about 1/3 of the image, the rest can be ignored. It is based on a familiar representation (the world map), which reduces the effort necessary to comprehend the meaning of the data.; So many individual dots would feel as a tough job to identify all the small and sparse dots; I see the image highlighted in orange as more complex because: - the color aspect (grey map on dark background) - visually too much color or details in a condensed zone - small font for the text in the description",many individual dots; small and sparse dots; tough job to identify; mostly focused on about 1/3 of the image; familiar representation; the world map; reduces the effort to comprehend; too much details; too much color; small font in the description; map,(+); (+); (+); (-); (-); (-); (-); (+); (+); (+); (-),individual; dot; small; sparse; tough; job; identify; focus; image; familiar; representation; world; map; reduce; effort; comprehend; detail; color; font; description,ADJ; NOUN; ADJ; ADJ; ADJ; NOUN; VERB; VERB; NOUN; ADJ; NOUN; NOUN; NOUN; VERB; NOUN; VERB; NOUN; NOUN; NOUN; NOUN,dot; job; image; representation; world; map; effort; detail; color; font; description,identify; focus; reduce; comprehend,"concentrated; more charts/points/lines/shapes/elements; too many details/divisions; word rotation/small font size; domain-specific concepts (e.g., chemical, biology, map); familiar representation; too many colors; easy to interpret/read/understand; hard to identify/extract/find features","color variety/shading; domain-specific concepts (e.g., chemical, biology, map); easy/hard to interpret; more charts/points/lines/shapes/elements; overlapping shapes/colors/lines; word rotation/small font size"
VisJ.1261.4.png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/VisJ.1261.4.png,Area,0.6,Semantics / Text Legibility; Immediacy / Cognitive Load,Annotations & Labels; Interpretive Difficulty,"No numbers to identify anything, no chart with details, no bars, i don't know how to interpretate that image",No numbers to identify anything; don't know how to interpretate,(+); (+),number; identify; know; interpret,NOUN; VERB; VERB; VERB,number,identify; know; interpretate,lack of/not enough axis labels/legend/annotations/context; not interpretable/readable/understandable,easy/hard to interpret; labels/axes/legends
v484_n7395_11_f1.png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/v484_n7395_11_f1.png,Area,0.6,Immediacy / Cognitive Load,Interpretive Difficulty,- the color is hard to identify (on the orange lined) - difficult to understand how spread the color zone on the map,color hard to identify; difficult to understand,(+); (+),color; hard; identify; difficult; understand,PROPN; ADV; VERB; ADJ; VERB,color,identify; understand,hard to identify/extract/find features; hard to interpret/read/understand,easy/hard to interpret
whoQ26.png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/whoQ26.png,Area,0.37,"Visual Encoding Clarity; Semantics / Text Legibility; Schema; Color, Symbol, and Texture Details; Immediacy / Cognitive Load",Semantic Clarity; Graphical Forms & Primitives; Encoding Interpretability; Annotations & Labels; Domain Familiarity; Color Palette & Contrast; Interpretive Difficulty,"Non-highlighted image also resembles a familiar geographic shape so it is easier to interpret.; The map is easily recognizable and straightforward at showing where things are. It looks simpler, with no more than three colors.; an easy to read map for the image; Again, I am not familiar with the world map, let alone the closer map you are showing in the picture, so therefore it seemed more complicated to me.; i like maps better; A charted map with points of interest, regions, and a key on the top.",familiar geographic shape; easier to interpret; not familiar; world map; seemed more complicated; map; easy to read map; easily recognizable; straightforward at showing where things are.; no more than three colors; maps; points of interest; regions; key on the top; charted map,(-); (-); (+); (-); (+); (-); (-); (-); (-); (-); (-); (+); (+); (+); (+),familiar; geographic; shape; easy; interpret; world; map; complicated; read; easily; recognizable; straightforward; show; thing; color; point; interest; region; key; chart,ADJ; ADJ; NOUN; ADJ; VERB; NOUN; NOUN; ADJ; VERB; ADV; ADJ; ADJ; VERB; NOUN; NOUN; NOUN; NOUN; NOUN; NOUN; VERB,shape; world; map; thing; color; point; interest; region; key,interpret; read; show; chart,"clear indication; regions; shape point of interest; legend on the top; domain-specific concepts (e.g., chemical, biology, map); familiar representation; unfamiliar concepts/patterns; inadequate/few coloring; easier to interpret/read/understand; easy to interpret/read/understand; more complicated","domain-specific concepts (e.g., chemical, biology, map); easy/hard to interpret; inadequate/few coloring; labels/axes/legends; shape point of interest; shapes and lines; unclear meaning/confusing"
economist_daily_chart_140.png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/economist_daily_chart_140.png,Area,0.52,"Semantics / Text Legibility; Schema; Color, Symbol, and Texture Details; Immediacy / Cognitive Load",Annotations & Labels; Domain Familiarity; Color Palette & Contrast; Interpretive Difficulty; Semantic Clarity,"The other image is easier to understand as the figures are displayed along with the countries, so with just a glance everything is summarized.; I chose the image with the orange complex because I am not familiar with the world map. I knew for certain that I did not know the countries highlighted, therefore, I was more confused.; while on the left, 3 axes: x, y, color",did not know the countries highlighted; not familiar with the world map; orange complex; I was more confused; countries; easier to understand; just a glance everything is summarized; 3 axes; x; y; color,(+); (+); (+); (+); (+); (-); (-); (-); (-); (+); (+),know; country; highlight; familiar; world; map; orange; complex; confuse; easy; understand; glance; summarize; axis; color,VERB; NOUN; VERB; ADJ; NOUN; NOUN; PROPN; PROPN; ADJ; ADJ; VERB; NOUN; VERB; NOUN; NOUN,country; world; map; orange; complex; glance; axis; color,know; highlight; understand; summarize,"more title/axis/label; title/axis/label/descriptions; domain-specific concepts (e.g., chemical, biology, map); unfamiliar concepts/patterns; color shading; unclear colormaps; easier to interpret/read/understand; easy to interpret/read/understand; unclear meaning/confusing","color contrast/clarity; color variety/shading; domain-specific concepts (e.g., chemical, biology, map); easy/hard to interpret; labels/axes/legends; unclear meaning/confusing"
economist_daily_chart_317.png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/economist_daily_chart_317.png,Area,0.45,"Data Density / Image Clutter; Semantics / Text Legibility; Schema; Color, Symbol, and Texture Details; Aesthetics Uncertainty; Immediacy / Cognitive Load",Element Quantity; Information Volume; Domain Familiarity; Annotations & Labels; Typography & Readability; Text Volume & Content; Color Palette & Contrast; Visual Disorganization; Interpretive Difficulty; Processing Time & Effort,"- World maps are well known for everybody - A map is easier to read than a chart; more factors included (countries), much more detailed, less structure; It gives more informations so we need to take more time to understand it. There are multiple legends.; map so im able to gauge some info graphically - little to no numbers; There is infinitely more information to be gleaned from the image of the world map. There is deeper, 'less obvious' information other than the key on the bottom left.; The world map is well known, you don*t need much attention to recognize it. The graph has a lot of similar instances. The colors in the map are easier to process than the numbers in the axis.; map is simple to understand",much more detailed; countries; less structure; World maps are well known for everybody; A map is easier to read than a chart; take more time to understand; a lot of similar instances; numbers in the axis; world map; colors in the map; don't need much attention to recognize it; easier to process; gauge some info graphically; little to no numbers; map; simple to understand,(+); (+); (+); (-); (-); (+); (-); (-); (-); (-); (-); (-); (+); (+); (-); (-),detail; country; structure; world; map; know; everybody; easy; read; chart; time; understand; lot; similar; instance; number; axis; color; need; attention; recognize; process; gauge; info; graphic; little; simple,ADJ; NOUN; NOUN; NOUN; NOUN; VERB; PRON; ADJ; VERB; NOUN; NOUN; VERB; NOUN; ADJ; NOUN; NOUN; NOUN; NOUN; VERB; NOUN; VERB; VERB; VERB; NOUN; ADV; ADJ; ADJ,country; structure; world; map; chart; time; lot; instance; number; axis; color; attention; info,know; read; understand; need; recognize; process; gauge,"more charts/points/lines/shapes/elements; much/more data/info/info spread; graphical information; axis numbers; easier to read; little/less text/numbers/context; domain-specific concepts (e.g., chemical, biology, map); color keys; intense/too many colors; unclear coloring; looks random/messy/lack structure; easier to process/visualize; easy to interpret/read/understand; simple to interpret/read/understand; take longer to interpret","color contrast/clarity; color variety/shading; distracting/confusing/unclear; domain-specific concepts (e.g., chemical, biology, map); easy/hard to interpret; labels/axes/legends; little/less text/numbers/context; more charts/points/lines/shapes/elements; much/little data/info; take longer to interpret; word rotation/small font size"
InfoVisJ.678.17.png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/InfoVisJ.678.17.png,Area,0.51,Schema; Immediacy / Cognitive Load,Dimensionality & Structure; Interpretive Difficulty,The image on the right is layered and appears as only one thing to visually process.,layered; only one thing to visually process,(-); (-),layer; thing; visual; process,VERB; NOUN; ADV; VERB,thing,layer; process,spatial organization; easy to interpret/read/understand,2D/3D; easy/hard to interpret
visMost573.png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/visMost573.png,Area,0.77,"Data Density / Image Clutter; Visual Encoding Clarity; Semantics / Text Legibility; Schema; Color, Symbol, and Texture Details; Aesthetics Uncertainty; Immediacy / Cognitive Load",Visual Clutter & Overlap; Dimensionality & Structure; Element Quantity; Information Volume; Graphical Forms & Primitives; Visual Disorganization; Annotations & Labels; Interpretive Difficulty; Typography & Readability; Text Volume & Content; Abstraction Level; Domain Familiarity; Color Palette & Contrast; Symbols & Texture,"The circles on the right side might also be a lot, but I can clearly link it to the image legend.; To many colours. Text is to small. Its not straight to the point; To many colours Text is to small Its not straight to the point; The initial understanding of what's shown to me made me think the orange image was more complex, as it was harder to decipher. The colour superposition also means more complexity. Finally, the amount of information as well as its disposition.; I assessed the images on how complicated they looked at first glance and whether I could glean any information from them instantly. If one image hurt my eyes or looked confusing I judged that to be more complex.cluttered as the one on the left.; density of information, number of colors, number of items on the legend, overlap of circle areas; It is more complex as I find it more difficult in terms of image layout; The orange image is much less clear, much more packed with information in a visually intricate way. The use of color is much more layered in the orange image than in the other one.; multiple features overlapping features several more colours large key; multiple features; overlapping features; several more colours; large key; Intense colors, multiple figures, smaller icons, hard to understand; number of items on the legend, overlap of different colors; Lots of colours, Different size of circles, Overlapping, The explanation text and the legend on the left side of the page; More overlapping colors; More colors; Background color; More text; Lots of colours; Different size of circles; Overlapping; The explanation text and the legend on the left side of the page; Too many circles in the orange highlighted one. Everything (circles and colours) are mixed together making it difficult to discern information. Use of ambiguous colours on the left.; Too many circles in the orange highlighted one Everything (circles and colours) are mixed together making it difficult to discern information Use of ambiguous colours; The image looks as if it might be easier to decipher.; complexity vague in general difficult to read; complex data sets , appealing colours , easier to visualize; I have the feeling I don't need to do this in the right image.; The visualization on the right looks more like an abstract painting.; However, the second image, even with info, it's quite difficult for me. By the way, another thing I realized was that, sometimes the image is apparently not complex, but it is to me. For example, with these images about black holes or similar to black holes.; At first, I thought that the image on the right was more difficult. But, after looking at it for a long time, I stared to understand what it meant.; 1. Visuals that tell the story 2. Labels are clear 3. Key is easy to understand 4. Description easy to read; The small text in the upper left kept distracting me every time I saw this image. The text is too small to read and because of that I felt this was less accessible and comprehensible. It became more familiar every time I saw it; however, I did feel that it was overly complex.; The image uses circles of various sizes and colors to represent sounds throughout Jerusalem. It conveys information in a complex way using these circles and text labels, though the visual elements themselves are relatively simple.; first reason is how quick i can understand the image, and because i saw the second multiple times, i guess it played a huge role on that; Sur l'image la plus simple il y a une légende et des couleurs aidant à la compréhension.",circles; clearly link to legend; image legend; multiple figures; Intense colors; smaller icons; hard to understand; stared to understand; overlapping colors; More text; Background color; More overlapping colors; Overlapping circles; size of circles; explanation text; legend; Lots of colors; Description easy to read; Key is easy to understand; Labels are clear; overlap of different colors; number of items on the legend; different colors; many colors; Text is small; not straight to the point; Too many circles; circles and colors mixed together; Use of ambiguous colors; difficult to discern; multiple features; overlapping features; large key; several more colors; To many colors; Text is to small; easier to visualize; cluttered; looked confusing; complicated at first glance; glean information instantly; more colors; ambiguous colors; image layout; more difficult; saw it multiple times; images about black holes; quite difficult for me; density of information; overlap of circle areas; number of colors; text is too small; less accessible and comprehensible; amount of information; disposition; color superposition; harder to decipher; difficult to read; abstract painting; circles of various sizes; visual elements relatively simple; text labels; colors to represent sounds; Jerusalem; more packed with information; color more layered; much less clear; Overlapping; Different size of circles; easier to decipher,(+); (-); (-); (+); (+); (+); (+); (-); (+); (+); (+); (+); (+); (+); (+); (+); (+); (+); (+); (+); (+); (-); (-); (+); (+); (+); (+); (+); (+); (+); (+); (+); (+); (+); (+); (+); (-); (+); (+); (+); (+); (+); (+); (+); (+); (-); (+); (+); (-); (+); (-); (+); (+); (+); (+); (+); (+); (+); (+); (+); (+); (+); (+); (+); (+); (+); (+); (+); (+); (-),circle; clear; link; legend; image; multiple; figure; intense; color; small; icon; hard; understand; star; overlap; text; background; size; explanation; lot; description; easy; read; key; label; differ; number; item; straight; point; mix; use; ambiguous; difficult; discern; feature; large; visual; clutter; look; confuse; complicated; glance; glean; information; instantly; layout; see; time; black; hole; density; area; accessible; comprehension; disposition; superposition; decipher; abstract; painting; element; relate; simple; represent; sound; jerusalem; pack; layer,NOUN; ADV; VERB; VERB; NOUN; ADJ; NOUN; ADJ; NOUN; ADJ; NOUN; ADV; VERB; VERB; VERB; NOUN; NOUN; NOUN; NOUN; NOUN; NOUN; ADJ; VERB; PROPN; NOUN; ADJ; NOUN; NOUN; ADV; NOUN; VERB; NOUN; ADJ; ADJ; VERB; NOUN; ADJ; VERB; ADJ; VERB; ADJ; ADJ; NOUN; VERB; NOUN; ADV; NOUN; VERB; NOUN; ADJ; NOUN; NOUN; NOUN; ADJ; ADJ; NOUN; NOUN; NOUN; ADJ; NOUN; NOUN; ADV; ADJ; VERB; NOUN; PROPN; ADJ; VERB,circle; image; legend; figure; color; icon; text; background; size; explanation; lot; description; key; label; overlap; number; item; point; use; feature; glance; information; layout; time; hole; density; area; disposition; superposition; decipher; painting; element; sound; jerusalem,link; legend; understand; star; overlap; read; mix; discern; visualize; look; glean; see; represent; layer; decipher,"dense/cluttered data/info; dense/cluttered layout; disposition; many/more data/info; more charts/points/lines/shapes/elements; much/more data/info/info spread; multiple features/elements/graphs; overlapping shapes/colors/lines; shape-color mix; clear connection; shape size; shape size variation; shapes and lines; simple visual elements; -; clear title/axis/label; description easy to read; explanation text; legend easy to understand; more texts/words; number of legend items; title/axis/label/descriptions; too much legend; word rotation/small font size; abstract shapes or colors; domain-specific concepts (e.g., chemical, biology, map); familiar representation; no context or reference; ambiguous/confusing colors; color represents sounds; color superposition/layer; color variety/arrangement/distribution; distinguishable color variety/arrangement/distribution; indicating symbols; intense/too many colors; more colors; soft/layered/overlapping colors; too many colors; white/black background / other background; distracting/confusing/unclear; complicated to process; easier to interpret/read/understand; easier to process/visualize; easy to interpret/read/understand; hard to compare/discern/distinguish; hard to interpret/read/understand; hard to interpret/read/understand/differentiate; more difficult; more difficult to interpret/read/understand/differentiate; not intuitive/simple data","2D/3D; abstract shapes or colors; amount of words/context/numbers; color contrast/clarity; color variety/shading; distinguishable color variety/arrangement/distribution; distracting/confusing/unclear; domain-specific concepts (e.g., chemical, biology, map); easy/hard to interpret; labels/axes/legends; more charts/points/lines/shapes/elements; much/little data/info; overlapping shapes/colors/lines; shape size; shapes and lines; simple visual elements; soft/layered/overlapping colors; symbols; white/black background / other background; word rotation/small font size"
whoK06_1.png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/whoK06_1.png,Area,0.55,"Color, Symbol, and Texture Details; Immediacy / Cognitive Load",Processing Time & Effort; Color Palette & Contrast,more to look at and analyse more colours,more colors; more to look at and analyse,(+); (+),color; look; analyse,NOUN; VERB; PROPN,color; analyse,look,more to read/analyze/understand; color variety/arrangement/distribution,color variety/shading; take longer to interpret
economist_daily_chart_267.png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/economist_daily_chart_267.png,Area,0.52,"Visual Encoding Clarity; Schema; Color, Symbol, and Texture Details",Graphical Forms & Primitives; Domain Familiarity; Color Palette & Contrast,"Many different brands that i don't recognize. Soft colors makes it more appealing. Proportions of the numbers don't match the size of the circles, misleading.",Proportions of the numbers don't match size of the circles; brands don't recognize; Soft colors more applealing,(+); (+); (+),proportion; number; match; size; circle; brand; recognize; soft; color; appleale,NOUN; NOUN; VERB; NOUN; NOUN; NOUN; VERB; ADJ; NOUN; VERB,proportion; number; size; circle; brand; color,match; recognize; appleale,mismatched number-circle proportion; unfamiliar concepts/patterns; soft/layered/overlapping colors,"domain-specific concepts (e.g., chemical, biology, map); shapes and lines; soft/layered/overlapping colors"
v486_n7403_11_f2.png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/v486_n7403_11_f2.png,Area,0.38,Immediacy / Cognitive Load,Interpretive Difficulty,the data being visualized is more difficult to parse,difficult to parse,(+),difficult; parse,ADJ; VERB,,parse,hard to identify/extract/find features,easy/hard to interpret
VASTJ.1763.9.png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/VASTJ.1763.9.png,Area and Text,0.74,Visual Encoding Clarity; Schema,Graphical Forms & Primitives; Dimensionality & Structure,"Values - Graphic and vales have logic (left one is more complex) Graphs generation - how the graph is generated, size, length, points (left one is more complex)","Values - Graphic and values have logic; size, length, points",(+); (+),value; graphic; logic; size; length; point,NOUN; PROPN; NOUN; PROPN; NOUN; VERB,value; graphic; logic; size; length,point,length; value and graphic alignment,2D/3D; shapes and lines
InfoVisJ.2402.12.png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/InfoVisJ.2402.12.png,Area,0.83,"Data Density / Image Clutter; Visual Encoding Clarity; Semantics / Text Legibility; Color, Symbol, and Texture Details","Element Quantity; Position, Scale & Organization; Graphical Forms & Primitives; Typography & Readability; Color Palette & Contrast","I chose it based on colours, scale, number of shapes/details presented and readability. It had different colours, the shapes were varied, there was a significant difference in scale, and readability (meaning understanding what the picture represents) was more complex.; colors distribution their actions and use their size growing small as they go down",number of shapes/details presented; shapes were varied; significant difference in scale; readability; different colors; size growing small; colors distribution,(+); (+); (+); (+); (-); (-); (+),number; shape; detail; present; vary; significant; differ; scale; readable; color; size; grow; small; distribute,NOUN; NOUN; NOUN; VERB; ADJ; ADJ; NOUN; NOUN; NOUN; NOUN; NOUN; VERB; ADJ; NOUN,number; shape; detail; difference; scale; readability; color; size; distribution,present; grow,more charts/points/lines/shapes/elements; scale difference; shapes varied; size decreasing; readability; color variety/arrangement/distribution,color variety/shading; more charts/points/lines/shapes/elements; scale difference; shapes and lines; word rotation/small font size
wsj72.png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/wsj72.png,Area,0.52,Immediacy / Cognitive Load,Interpretive Difficulty,The image on the right is easier to process/compare/interpret than the image on the right; the first on is easy to understand,easier to process/compare/interpret; easy to understand,(-); (-),easy; process; compare; interpret; understand,ADJ; VERB; NOUN; NOUN; VERB,compare; interpret,process; understand,easier to process/visualize; easy to interpret/read/understand,easy/hard to interpret
treasuryL11_2.png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/treasuryL11_2.png,Area,0.38,Immediacy / Cognitive Load,Interpretive Difficulty,The ease of reading the graph,ease of reading,(-),ease; read,NOUN; VERB,ease,read,easy to interpret/read/understand,easy/hard to interpret
