imageName,imageURL,VisType,Topics,humanCuratedPhrases,SubTopics
InfoVisC.211.18.png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/InfoVisC.211.18.png,Bar,Schema; Immediacy / Cognitive Load,"a specific technique, e.g., bar, pie, circle; simple to interpret/read/understand",Domain Familiarity; Interpretive Difficulty
VASTJ.432.6.png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/VASTJ.432.6.png,Bar,Immediacy / Cognitive Load,easy to interpret/read/understand,Interpretive Difficulty
whoQ48_6.png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/whoQ48_6.png,Line,Immediacy / Cognitive Load,easy to interpret/read/understand,Interpretive Difficulty
InfoVisC.65.8.png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/InfoVisC.65.8.png,Bar,"Visual Encoding Clarity; Color, Symbol, and Texture Details; Immediacy / Cognitive Load",shapes and lines; clearer coloring; color dimension; simple to interpret/read/understand,Graphical Forms & Primitives; Color Palette & Contrast; Interpretive Difficulty
VisC.297.4.png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/VisC.297.4.png,Grid,"Data Density / Image Clutter; Visual Encoding Clarity; Schema; Color, Symbol, and Texture Details",multiple features/elements/graphs; shape; value and graphic alignment; black-to-white/color gradient,Element Quantity; Graphical Forms & Primitives; Dimensionality & Structure; Color Palette & Contrast
treasuryG07_2.png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/treasuryG07_2.png,Line,Visual Encoding Clarity; Semantics / Text Legibility; Schema; Immediacy / Cognitive Load,lines; straight lines; easier to read; a specific technique; easier to interpret/read/understand,Graphical Forms & Primitives; Typography & Readability; Domain Familiarity; Interpretive Difficulty
whoJ44.png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/whoJ44.png,Line,Data Density / Image Clutter; Visual Encoding Clarity,little data/info; lines,Information Volume; Graphical Forms & Primitives
SciVisJ.980.9.png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/SciVisJ.980.9.png,Glyph,"Schema; Color, Symbol, and Texture Details; Immediacy / Cognitive Load",a specific technique; symbols; easy to identify/extract/find features,Domain Familiarity; Symbols & Texture; Interpretive Difficulty
InfoVisJ.1084.2.png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/InfoVisJ.1084.2.png,Bar,Schema,unique,Domain Familiarity
InfoVisC.211.3(2).png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/InfoVisC.211.3(2).png,Schematic,Immediacy / Cognitive Load,simple to interpret/read/understand,Interpretive Difficulty
InfoVisJ.621.2.png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/InfoVisJ.621.2.png,Text,Data Density / Image Clutter; Semantics / Text Legibility,many points/lines/shapes/elements; -; title/axis/label/descriptions,Element Quantity; Annotations & Labels
VisJ.1421.5(2).png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/VisJ.1421.5(2).png,Glyph,Semantics / Text Legibility; Immediacy / Cognitive Load,lack of/not enough axis labels/legend/annotations/context; not interpretable/readable/understandable,Annotations & Labels; Interpretive Difficulty
VASTJ.1139.3(2).png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/VASTJ.1139.3(2).png,Node-link,"Data Density / Image Clutter; Visual Encoding Clarity; Semantics / Text Legibility; Schema; Color, Symbol, and Texture Details; Immediacy / Cognitive Load",few points/lines/shapes/elements; little data/info; curves and shapes; shape variety; shapes and lines; title/axis/label/descriptions; familiar representation; lack of color contrast / hard to distinguish colors; easy to interpret/read/understand,Element Quantity; Information Volume; Graphical Forms & Primitives; Annotations & Labels; Domain Familiarity; Color Palette & Contrast; Interpretive Difficulty
VisC.375.9(3).png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/VisC.375.9(3).png,Node-link,"Visual Encoding Clarity; Color, Symbol, and Texture Details; Aesthetics Uncertainty",clear connection; lines; nodes,Visual Disorganization; Graphical Forms & Primitives; Symbols & Texture
wsj135.png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/wsj135.png,Bar,"Data Density / Image Clutter; Visual Encoding Clarity; Color, Symbol, and Texture Details; Immediacy / Cognitive Load",much/more data/info/info spread; scale difference; shape arrangement; color variety/arrangement/distribution; easier to interpret/read/understand; easy to interpret/read/understand,"Information Volume; Position, Scale & Organization; Graphical Forms & Primitives; Color Palette & Contrast; Interpretive Difficulty"
VASTC.51.6.png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/VASTC.51.6.png,Bar,Semantics / Text Legibility; Immediacy / Cognitive Load,lack of/not enough axis labels/legend/annotations/context; unclear meaning/confusing,Annotations & Labels; Semantic Clarity
InfoVisJ.2251.3(3).png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/InfoVisJ.2251.3(3).png,Glyph,Data Density / Image Clutter; Immediacy / Cognitive Load,few points/lines/shapes/elements; not interpretable/readable/understandable,Element Quantity; Interpretive Difficulty
wsj340.png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/wsj340.png,Bar,"Semantics / Text Legibility; Schema; Color, Symbol, and Texture Details; Immediacy / Cognitive Load","description; title/axis/label/descriptions; a specific technique, e.g., bar, pie, circle; good color contrast/separation/segmentation; easy to interpret/read/understand",Typography & Readability; Annotations & Labels; Domain Familiarity; Color Palette & Contrast; Interpretive Difficulty
VASTJ.412.3.png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/VASTJ.412.3.png,Bar,"Color, Symbol, and Texture Details; Immediacy / Cognitive Load",two colors; easy to interpret/read/understand,Color Palette & Contrast; Interpretive Difficulty
SciVisJ.1025.11.png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/SciVisJ.1025.11.png,Point,"Data Density / Image Clutter; Semantics / Text Legibility; Schema; Color, Symbol, and Texture Details",many measurements; more detailed/things; much/more data/info/info spread; information nuance expressed; amount of words/context/numbers; detailed inscription; little/less text/numbers/context; color variety/arrangement/distribution; low color contrast/separation/segmentation,Information Volume; Domain Familiarity; Text Volume & Content; Typography & Readability; Color Palette & Contrast
InfoVisJ.2412.7(2).png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/InfoVisJ.2412.7(2).png,Schematic,Visual Encoding Clarity; Semantics / Text Legibility; Immediacy / Cognitive Load,shapes and lines; word source; easier to interpret/read/understand; easier to see/tell/visualize,Graphical Forms & Primitives; Text Volume & Content; Interpretive Difficulty
whoQ26.png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/whoQ26.png,Area,"Visual Encoding Clarity; Semantics / Text Legibility; Schema; Color, Symbol, and Texture Details; Immediacy / Cognitive Load","clear indication; regions; shape point of interest; legend on the top; domain-specific concepts (e.g., chemical, biology, map); familiar representation; unfamiliar concepts/patterns; inadequate/few coloring; easier to interpret/read/understand; easy to interpret/read/understand; more complicated",Semantic Clarity; Graphical Forms & Primitives; Encoding Interpretability; Annotations & Labels; Domain Familiarity; Color Palette & Contrast; Interpretive Difficulty
wsj511.png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/wsj511.png,Area,Visual Encoding Clarity; Immediacy / Cognitive Load,clear colors/shapes; easy to interpret/read/understand,Encoding Interpretability; Interpretive Difficulty
InfoVisJ.659.6.png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/InfoVisJ.659.6.png,Line,Immediacy / Cognitive Load,take longer to interpret,Processing Time & Effort
VisC.61.10(2).png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/VisC.61.10(2).png,Node-link,Immediacy / Cognitive Load,easy to interpret/read/understand,Interpretive Difficulty
VASTJ.51.7.png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/VASTJ.51.7.png,Point,Immediacy / Cognitive Load,intuitive; more effort/reading/detailed analysis; take longer to interpret,Interpretive Difficulty; Processing Time & Effort
visMost97.png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/visMost97.png,Area,"Data Density / Image Clutter; Schema; Color, Symbol, and Texture Details; Immediacy / Cognitive Load",simple information; familiar representation; color variety/arrangement/distribution; easy to interpret/read/understand,Information Volume; Domain Familiarity; Color Palette & Contrast; Interpretive Difficulty
v486_n7403_11_f2.png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/v486_n7403_11_f2.png,Area,Immediacy / Cognitive Load,hard to identify/extract/find features,Interpretive Difficulty
treasuryL11_2.png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/treasuryL11_2.png,Area,Immediacy / Cognitive Load,easy to interpret/read/understand,Interpretive Difficulty
VisC.255.7.png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/VisC.255.7.png,Cont.-ColorPatn,Immediacy / Cognitive Load,not interpretable/readable/understandable,Interpretive Difficulty
whoK27_2.png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/whoK27_2.png,Line,Visual Encoding Clarity; Semantics / Text Legibility; Schema; Immediacy / Cognitive Load,clear colors/shapes; metric representation; unclear relation between words; word/text/sentence; easy to identify/extract/find features; take longer to interpret,Encoding Interpretability; Domain Familiarity; Semantic Clarity; Text Volume & Content; Interpretive Difficulty; Processing Time & Effort
InfoVisC.65.4.png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/InfoVisC.65.4.png,Node-link,Visual Encoding Clarity; Immediacy / Cognitive Load,shapes and lines; hard to interpret/read/understand/differentiate,Graphical Forms & Primitives; Interpretive Difficulty
VASTJ.151.12.png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/VASTJ.151.12.png,Point,Schema; Aesthetics Uncertainty,"a specific technique, e.g., bar, pie, circle; not intuitive/simple data",Domain Familiarity; Visual Disorganization
InfoVisJ.621.6(2).png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/InfoVisJ.621.6(2).png,Text,Semantics / Text Legibility; Schema,words and numbers; familiar representation,Text Volume & Content; Domain Familiarity
vis630.png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/vis630.png,Area,"Semantics / Text Legibility; Color, Symbol, and Texture Details",more texts/words; bright colors,Text Volume & Content; Color Palette & Contrast
InfoVisJ.1054.3.png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/InfoVisJ.1054.3.png,Area,"Semantics / Text Legibility; Color, Symbol, and Texture Details",readability; amount of / too many colors,Typography & Readability; Color Palette & Contrast
InfoVisC.103.4.png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/InfoVisC.103.4.png,Node-link,Immediacy / Cognitive Load,easy to interpret/read/understand,Interpretive Difficulty
InfoVisC.65.3(2).png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/InfoVisC.65.3(2).png,Node-link,Semantics / Text Legibility,amount of words/context/numbers,Text Volume & Content
v486_n7401_7_f1.png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/v486_n7401_7_f1.png,Point,Data Density / Image Clutter; Schema,"little data/info; more detailed/things; a specific domain; a specific technique; domain-specific concepts (e.g., chemical, biology, map)",Information Volume; Domain Familiarity
InfoVisC.73.6.png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/InfoVisC.73.6.png,Text,"Data Density / Image Clutter; Visual Encoding Clarity; Semantics / Text Legibility; Color, Symbol, and Texture Details; Immediacy / Cognitive Load",dense/cluttered data/info; many/more data/info; much/more data/info/info spread; lines; different font/word sizes/structure; title/axis/label/descriptions; word/text/sentence; unclear coloring; more difficult to interpret/read/understand/differentiate; unclear meaning/confusing,Visual Clutter & Overlap; Element Quantity; Information Volume; Graphical Forms & Primitives; Typography & Readability; Annotations & Labels; Text Volume & Content; Color Palette & Contrast; Interpretive Difficulty; Semantic Clarity
VisC.147.8(2).png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/VisC.147.8(2).png,Grid,"Color, Symbol, and Texture Details",symbols and shading,Symbols & Texture
VASTJ.432.7.png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/VASTJ.432.7.png,Line,Immediacy / Cognitive Load,intuitive,Interpretive Difficulty
InfoVisJ.1247.14.png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/InfoVisJ.1247.14.png,Line,Semantics / Text Legibility,title/axis/label/descriptions; with legend,Annotations & Labels
InfoVisC.65.3.png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/InfoVisC.65.3.png,Node-link,Visual Encoding Clarity; Semantics / Text Legibility; Schema; Immediacy / Cognitive Load,indistinguishable/unintuitive lines; lack of/not enough axis labels/legend/annotations/context; no context or reference; more complicated; not interpretable/readable/understandable,Graphical Forms & Primitives; Annotations & Labels; Domain Familiarity; Interpretive Difficulty
VisC.375.9(2).png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/VisC.375.9(2).png,Node-link,Visual Encoding Clarity; Immediacy / Cognitive Load,shape position; easy to interpret/read/understand,"Position, Scale & Organization; Interpretive Difficulty"
SciVisJ.728.4(2).png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/SciVisJ.728.4(2).png,Glyph,"Schema; Color, Symbol, and Texture Details; Immediacy / Cognitive Load",unknown hidden content; black-to-white/color gradient; complicated to process,Domain Familiarity; Color Palette & Contrast; Interpretive Difficulty
InfoVisJ.1558.5.png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/InfoVisJ.1558.5.png,Glyph,"Visual Encoding Clarity; Schema; Color, Symbol, and Texture Details; Immediacy / Cognitive Load",shapes; size variation; familiar representation; unclear coloring; easy to derive meaning,Graphical Forms & Primitives; Domain Familiarity; Color Palette & Contrast; Interpretive Difficulty
v484_n7393_1_f6.png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/v484_n7393_1_f6.png,Line,"Schema; Color, Symbol, and Texture Details; Aesthetics Uncertainty; Immediacy / Cognitive Load",unfamiliar concepts/patterns; color scale/scheme; distracting/confusing/unclear; hard to interpret/read/understand,Domain Familiarity; Color Palette & Contrast; Visual Disorganization; Interpretive Difficulty
wsj371.png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/wsj371.png,Line,"Visual Encoding Clarity; Semantics / Text Legibility; Schema; Color, Symbol, and Texture Details; Immediacy / Cognitive Load",shape variation; shapes and lines; size variation; -; captions; context; involves numbers; title/axis/label/descriptions; color variety/arrangement/distribution; unclear colormaps; easy to interpret/read/understand; take longer to interpret,Graphical Forms & Primitives; Annotations & Labels; Domain Familiarity; Text Volume & Content; Color Palette & Contrast; Interpretive Difficulty; Processing Time & Effort
wsj124.png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/wsj124.png,Point,Immediacy / Cognitive Load,easy to interpret/read/understand,Interpretive Difficulty
InfoVisJ.1204.7.png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/InfoVisJ.1204.7.png,Bar,Data Density / Image Clutter; Immediacy / Cognitive Load,more charts/points/lines/shapes/elements; hard to interpret/read/understand,Element Quantity; Interpretive Difficulty
whoB32_1.png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/whoB32_1.png,Bar,"Color, Symbol, and Texture Details; Immediacy / Cognitive Load",distinguishable/full color uses; lack of color contrast / hard to distinguish colors; not interpretable/readable/understandable,Color Palette & Contrast; Interpretive Difficulty
InfoVisJ.924.5.png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/InfoVisJ.924.5.png,Bar,Semantics / Text Legibility; Immediacy / Cognitive Load,clear title/axis/label; description easy to read; legend easy to understand,Annotations & Labels; Interpretive Difficulty
SciVisJ.635.6.png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/SciVisJ.635.6.png,Cont.-ColorPatn,"Data Density / Image Clutter; Color, Symbol, and Texture Details",much/more data/info/info spread; complex design; color shading; distinguishable/full/highly contrast color uses; visually stimulating  texture/colors,Information Volume; Visual Clutter & Overlap; Color Palette & Contrast; Symbols & Texture
InfoVisJ.1655.8.png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/InfoVisJ.1655.8.png,Line,Visual Encoding Clarity,lines,Graphical Forms & Primitives
economist_daily_chart_393.png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/economist_daily_chart_393.png,Point,"Data Density / Image Clutter; Visual Encoding Clarity; Semantics / Text Legibility; Schema; Color, Symbol, and Texture Details; Immediacy / Cognitive Load",few points/lines/shapes/elements; little data/info; more parameters/variables; much/more data/info/info spread; clear indication; straight lines; factual information; lack of/not enough axis labels/legend/annotations/context; more contrast; unclear color meaning; less simple; easier to interpret/read/understand; easy to interpret/read/understand,Element Quantity; Information Volume; Semantic Clarity; Graphical Forms & Primitives; Domain Familiarity; Annotations & Labels; Color Palette & Contrast; Interpretive Difficulty
InfoVisJ.647.8(2).png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/InfoVisJ.647.8(2).png,Text,Data Density / Image Clutter,fine/layered details; more charts/points/lines/shapes/elements,Information Volume; Element Quantity
economist_daily_chart_165.png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/economist_daily_chart_165.png,Bar,"Data Density / Image Clutter; Semantics / Text Legibility; Schema; Color, Symbol, and Texture Details; Immediacy / Cognitive Load",more detailed/things; much/more data/info/info spread; 2D/3D; clear title/axis/label; color variety/arrangement/distribution; attention/squinting to understand; easier to see/tell/visualize; easy to interpret/read/understand; more reading/interpretation/understanding; not interpretable/readable/understandable,Information Volume; Dimensionality & Structure; Annotations & Labels; Color Palette & Contrast; Processing Time & Effort; Interpretive Difficulty
economist_daily_chart_167.png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/economist_daily_chart_167.png,Bar,Immediacy / Cognitive Load,easy to interpret/read/understand,Interpretive Difficulty
VisC.87.8.png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/VisC.87.8.png,Line,"Visual Encoding Clarity; Semantics / Text Legibility; Color, Symbol, and Texture Details",few lines; axis scales; lack of/not enough axis labels/legend/annotations/context; no measurement/metric/axis; striped texture,Graphical Forms & Primitives; Annotations & Labels; Symbols & Texture
SciVisJ.1290.8.png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/SciVisJ.1290.8.png,Node-link,"Semantics / Text Legibility; Schema; Color, Symbol, and Texture Details","label meaning; domain-specific concepts (e.g., chemical, biology, map); unclear color meaning",Annotations & Labels; Domain Familiarity; Color Palette & Contrast
InfoVisJ.647.13(2).png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/InfoVisJ.647.13(2).png,Text,Immediacy / Cognitive Load,easy to interpret/read/understand,Interpretive Difficulty
economist_daily_chart_520.png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/economist_daily_chart_520.png,Bar,Data Density / Image Clutter,more charts/points/lines/shapes/elements,Element Quantity
SciVisJ.1043.12(4).png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/SciVisJ.1043.12(4).png,Cont.-ColorPatn,"Data Density / Image Clutter; Color, Symbol, and Texture Details",more charts/points/lines/shapes/elements; overlapping shapes/colors/lines; color scale/scheme,Element Quantity; Visual Clutter & Overlap; Color Palette & Contrast
v482_n7386_10_f2.png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/v482_n7386_10_f2.png,Line,Semantics / Text Legibility; Schema,"title/axis/label/descriptions; domain-specific concepts (e.g., chemical, biology, map)",Annotations & Labels; Domain Familiarity
vis652.png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/vis652.png,Point,"Data Density / Image Clutter; Semantics / Text Legibility; Color, Symbol, and Texture Details; Aesthetics Uncertainty; Immediacy / Cognitive Load",dense/cluttered layout; little data/info; more charts/points/lines/shapes/elements; much/more data/info/info spread; different clarity; different font/word sizes/structure; more texts/words; text on picture; unclear relation between words; word rotation/small font size; color variety/arrangement/distribution; low color contrast/separation/segmentation; not simple color-wise; convoluted composition; distracting/confusing/unclear; unclear colors/contrast; hard to interpret/read/understand/differentiate; less intuitive; not intuitive/simple data,Visual Clutter & Overlap; Information Volume; Element Quantity; Semantic Clarity; Typography & Readability; Text Volume & Content; Color Palette & Contrast; Visual Disorganization; Perceptual Ambiguity; Interpretive Difficulty
economist_daily_chart_317.png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/economist_daily_chart_317.png,Area,"Data Density / Image Clutter; Semantics / Text Legibility; Schema; Color, Symbol, and Texture Details; Aesthetics Uncertainty; Immediacy / Cognitive Load","more charts/points/lines/shapes/elements; much/more data/info/info spread; graphical information; axis numbers; easier to read; little/less text/numbers/context; domain-specific concepts (e.g., chemical, biology, map); color keys; intense/too many colors; unclear coloring; looks random/messy/lack structure; easier to process/visualize; easy to interpret/read/understand; simple to interpret/read/understand; take longer to interpret",Element Quantity; Information Volume; Domain Familiarity; Annotations & Labels; Typography & Readability; Text Volume & Content; Color Palette & Contrast; Visual Disorganization; Interpretive Difficulty; Processing Time & Effort
VASTJ.1332.5.png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/VASTJ.1332.5.png,Bar,Data Density / Image Clutter; Semantics / Text Legibility,little data/info; title/axis/label/descriptions,Information Volume; Annotations & Labels
wsj536.png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/wsj536.png,Bar,"Data Density / Image Clutter; Color, Symbol, and Texture Details",more charts/points/lines/shapes/elements; color shading; soft/layered/overlapping colors,Element Quantity; Color Palette & Contrast
whoO06_2.png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/whoO06_2.png,Bar,Semantics / Text Legibility,title/axis/label/descriptions; too much legend,Annotations & Labels
VisJ.1949.11.png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/VisJ.1949.11.png,Glyph,"Semantics / Text Legibility; Color, Symbol, and Texture Details; Aesthetics Uncertainty; Immediacy / Cognitive Load",no measurement/metric/axis; color differentiation; distracting/confusing/unclear; unclear meaning/confusing,Annotations & Labels; Color Palette & Contrast; Visual Disorganization; Semantic Clarity
InfoVisJ.935.6.png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/InfoVisJ.935.6.png,Grid,"Color, Symbol, and Texture Details",color variety/arrangement/distribution,Color Palette & Contrast
wsj270.png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/wsj270.png,Line,Visual Encoding Clarity; Schema; Immediacy / Cognitive Load,"design-data relationship; domain-specific concepts (e.g., chemical, biology, map); easy to interpret/read/understand",Encoding Interpretability; Domain Familiarity; Interpretive Difficulty
VisC.29.16.png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/VisC.29.16.png,Line,Schema; Aesthetics Uncertainty,a specific technique; distracting/confusing/unclear,Domain Familiarity; Visual Disorganization
InfoVisC.65.4(2).png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/InfoVisC.65.4(2).png,Node-link,Visual Encoding Clarity; Schema,understand/read shapes; waterfall-like,Encoding Interpretability; Domain Familiarity
VisC.251.7.png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/VisC.251.7.png,Point,Data Density / Image Clutter,much/more data/info/info spread,Information Volume
whoQ14_2.png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/whoQ14_2.png,Bar,Data Density / Image Clutter; Visual Encoding Clarity; Semantics / Text Legibility,more charts/points/lines/shapes/elements; bars as individual lines; more labels/context,Element Quantity; Graphical Forms & Primitives; Annotations & Labels
VASTJ.1720.12.png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/VASTJ.1720.12.png,Bar and point,Data Density / Image Clutter,little data/info,Information Volume
