filename,explanation
InfoVisJ.1558.9.png,"This visualization uses oriented elliptical glyphs encoding multiple dimensions (position, orientation, size, color intensity) which requires specialized domain knowledge to interpret. The moderate data density with overlapping glyphs in the central region, the zoom/detail-on-demand feature with blue rectangles and dashed connection lines, and the multi-variate encoding scheme all contribute to moderate-to-high cognitive load, though the minimal text and single color gradient keep it from being extremely complex."
VisJ.1949.18(3).png,"The visualization displays a dense grid of approximately 60-70 3D glyphs with varying orientations and sizes, using color (green, orange/red) and 3D shape encoding on a black background. While there is no text or labeling, the specialized domain knowledge required to interpret these glyphs, combined with the high element count and multi-dimensional encoding (orientation, size, color, 3D form), creates substantial cognitive load and perceptual demand."
SciVisJ.822.18.png,"This is a three-panel heatmap visualization with a simple sequential blue color scale and minimal text (year labels and y-axis numbers 2-6). While the multi-panel layout adds some complexity, each individual panel is a straightforward grid heatmap with limited data density. The absence of x-axis labels, legend, and title keeps text clutter low, and the clean, well-organized layout minimizes aesthetic uncertainty."
VASTJ.2012.9(2).png,"This multi-component visualization combines a temporal stream graph with two dense word clouds and embedded pie charts, creating high data density and cognitive load. The extensive text content across both word clouds (with dozens of words each at varying sizes) contributes significantly to visual clutter, while the multiple encoding types (stream/flow graph, word clouds, pie charts, timeline) and color channels (red, green, blue, gray) require substantial interpretive effort to parse the relationships between temporal topic evolution and associated vocabulary."
InfoVisJ.349.1.png,"This is a moderately complex network/graph diagram with numerous nodes (circles and squares) connected by orthogonal edges with multiple crossings. While the color palette is minimal (grayscale only) and there is virtually no text, the cognitive load is elevated due to the dense interconnections, edge crossings, and the difficulty of tracing paths through the network. The lack of labels or legend increases interpretive ambiguity, requiring domain knowledge to understand the schema."
VASTJ.422.7.png,"This timeline visualization displays events for 11 users across time, using multiple encoding channels simultaneously: 5 distinct colors for categories, 2 shapes (circles and triangles) for insights vs. first encounters, and horizontal position for time. The 7-item legend, moderate data density with numerous overlapping points along each user's timeline, and the need to cross-reference color and shape encodings contribute to moderate cognitive load, pushing complexity above a standard chart but below a dense multi-panel dashboard."
v488_n7412_9_f1.png,"This geographic visualization features high data density with dozens of colored, size-varying circles overlaid on a detailed topographic relief map, creating substantial visual clutter especially in the western Himalaya region. Multiple simultaneous encodings (color for elevation trend, size for standard error, position for geography) combined with several line types (rivers, basins, sub-regions, glacier tracks) and extensive text annotations (region names, country names, statistical values, coordinates) demand significant cognitive effort. The rich diverging color scale, varying symbol sizes, and complex legend with multiple components further increase the interpretive burden."
v488_n7409_12_f4.png,"This phylogenetic timeline combines a branching tree structure with geological time periods, creating moderate complexity. The dense rotated text labels for geological stages at the bottom, multiple encoding types (dashed vs. solid lines, shaded gap regions, numbered nodes, embedded fossil photograph), and the specialized domain knowledge required to interpret the evolutionary relationships and temporal placement all contribute to the complexity. The layout is organized but layered with overlapping visual elements."
v488_n7409_19_f1.png,"This is a dense genomic landscape/oncoprint visualization with dozens of patient columns and many rows encoding clinical variables, copy number alterations, and somatic mutations across multiple pathways. The color encoding is highly varied (blue, red, orange, green, pink, black, purple) representing different data types, and the comprehensive legend at the bottom reflects the many simultaneous encodings. The visualization requires substantial domain knowledge in genomics/oncology and significant cognitive effort to parse the relationships across subtypes and molecular features."
visMost573.png,"This thematic sound map of Jerusalem features high data density with dozens of overlapping concentric circles representing different sound types and combinations, creating significant visual clutter especially in the Old City area. The extensive legend with 16 entries (individual sounds and combinations), descriptive text, street labels, and landmark annotations add substantial textual complexity. The multi-color semi-transparent overlapping radial patterns require considerable cognitive effort to parse and interpret individual sound zones and their interactions."
VisJ.1541.1(2).png,"The visualization displays an extremely dense triangulated mesh with thousands of elements creating high data density and visual clutter. While the color encoding is relatively simple (a single blue gradient scale from 0-18) and text is minimal, the sheer number of mesh elements and their varying sizes create significant perceptual complexity. The domain-specific nature (likely FEM/CFD simulation) adds cognitive load, requiring specialized knowledge to interpret the spatial distribution of values across the T-shaped geometry."
VASTJ.1.7.png,"This is a dense network visualization featuring multiple heavily connected graph clusters with zoom/detail-on-demand views linked by gray expansion regions. The data density is very high within the enlarged cluster views, where edges create near-solid dark masses of overlapping lines. The multi-color node chain (yellow to red gradient) running through the center, combined with blue dashed selection circles and hierarchical detail views, creates significant cognitive load requiring effort to parse the relationships between overview and detail representations."
InfoVisJ.1149.6(1).png,"This is an extremely dense multi-view visualization system with at least 7 coordinated panels (labeled A through G), including a base text view, overview, page view, line view, and word view. The data density is very high with numerous small colored cells, grid patterns, and overlapping elements across all panels. The color encoding uses multiple hues (green, red, blue, orange) with varied intensities, and the text is extremely small and largely illegible, requiring significant domain knowledge to interpret. The cognitive load is very high due to the coordinated multi-panel layout and specialized schema for textual variant analysis."
InfoVisC.65.5(2).png,"This is a dense network/graph visualization with hundreds of nodes and extensively overlapping edges, creating significant visual clutter especially in the central and left regions. Despite being monochrome with no text labels, the sheer data density, tangled edge crossings, and hierarchical structure with complex cross-links impose very high cognitive load, making it extremely difficult to trace individual connections or understand the underlying relationships."
VASTC.13.9.png,"This visualization is highly complex, combining multiple coordinated views: color-coded small multiples (left), dense word clouds with varying font sizes (center), Sankey-like flow connections of varying thickness and color, and enlarged detail panels (right). The data density is very high with overlapping text, numerous connecting lines, and a 10+ category color legend for parts of speech, all requiring significant cognitive effort to parse the relationships between components."
vis734.png,"This is an extremely dense infographic with hundreds of country rows and dozens of Olympic year columns, creating a massive matrix of colored bars. The text labels for countries are nearly illegible at this scale, and the multi-color encoding (magenta, pink, cyan, blue, gray) on a dark background creates high visual clutter. The cognitive load is very high, requiring substantial effort to parse any individual data point from the overwhelming volume of information."
