imageName,imageURL,isAnchor,VisType,NormalizedVC,originalPhrases,human_topics,llm_topics_V0T,llm_topics_V0TW,llm_topics_V1_t0,OAR_B,OAR_V1,OAR_V2
whoO06_2.png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/whoO06_2.png,False,Bar,0.45,legend; title,text_annotation,data_density; text_annotation; color_symbol,data_density; text_annotation; cognitive_load,data_density; text_annotation; visual_encoding,objs: legend; title | attrs: legend:increases_perceived_complexity[+]; title:aids_interpretation[-] | rels: legend -adds_complexity_relative_to-> title [+],objs: title; bar_chart; y_axis_labels; x_axis; legend; stacked_bars; color_segments | attrs: y_axis_labels:nineteen_row_labels[+]; stacked_bars:three_segment_stacked_bars[+]; color_segments:three_distinct_colors_used[-]; title:detailed_descriptive_title[+]; bar_chart:high_data_row_density[+]; legend:clear_three_category_legend[-]; x_axis:labeled_percentage_axis[-] | rels: stacked_bars -encodes_income_level_via-> color_segments [-]; y_axis_labels -labels_each_of-> stacked_bars [+]; legend -clarifies_encoding_of-> color_segments [-]; bar_chart -requires_comparison_across-> stacked_bars [+]; title -provides_context_for-> bar_chart [-],objs: bar_chart; y_axis_labels; x_axis; legend; title; color_segments | attrs: bar_chart:nineteen_stacked_bars[+]; y_axis_labels:dense_label_list[+]; legend:three_income_categories[-]; color_segments:three_distinct_colors[-]; title:descriptive_long_title[+]; bar_chart:ordered_by_magnitude[-] | rels: color_segments -encodes_values_in-> bar_chart [-]; y_axis_labels -labels_each_bar_in-> bar_chart [+]; legend -clarifies_colors_of-> color_segments [-]; bar_chart -requires_scanning_of-> y_axis_labels [+]
whoQ50_2.png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/whoQ50_2.png,False,Bar,0.28,can easily be read,cognitive_load,text_annotation; data_density; cognitive_load,text_annotation; data_density; cognitive_load,text_annotation; data_density; visual_encoding,objs: chart; text_labels; data_area | attrs: chart:easily_readable_layout[-]; text_labels:legible_text[-]; data_area:low_visual_clutter[-] | rels: text_labels -supports_readability_of-> chart [-]; data_area -contributes_to_clarity_of-> chart [-],objs: title; bar_chart; negative_bars; positive_bars; y_axis; x_axis_labels; gridlines | attrs: title:descriptive_time_range_text[+]; negative_bars:majority_of_bars_negative[-]; x_axis_labels:many_rotated_country_labels[+]; bar_chart:single_color_encoding[-]; x_axis_labels:dense_label_crowding[+]; positive_bars:few_positive_outliers_visible[+]; y_axis:clear_percentage_scale[-] | rels: negative_bars -dominates-> positive_bars [+]; positive_bars -contrasts_with-> negative_bars [+]; x_axis_labels -increases_reading_effort_of-> bar_chart [+]; gridlines -aids_interpretation_of-> y_axis [-]; title -contextualizes-> bar_chart [-],objs: bar_chart; bars; x_axis_labels; y_axis; title | attrs: bars:uniform_orange_brown_color[-]; bars:mixed_positive_negative_values[+]; bars:many_bars_displayed[+]; x_axis_labels:rotated_dense_labels[+]; x_axis_labels:long_country_names[+]; title:clear_descriptive_title[-]; y_axis:percentage_scale_clear[-] | rels: x_axis_labels -increases_clutter_in-> bar_chart [+]; bars -encoded_along-> y_axis [-]; title -contextualizes-> bar_chart [-]; x_axis_labels -requires_effort_to_read-> bar_chart [+]
wsj135.png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/wsj135.png,False,Bar,0.35,alignment; time scale; 2 data sets; different colors; easy to understand,data_density; visual_encoding; color_symbol; cognitive_load,text_annotation; data_density; visual_encoding,data_density; visual_encoding; cognitive_load,text_annotation; data_density; visual_encoding,objs: chart; time_axis; data_series_1; data_series_2; color_encoding | attrs: time_axis:time_scale_present[-]; chart:easy_to_understand[-]; color_encoding:different_colors_used[-]; chart:ambiguous_alignment[+]; chart:low_data_set_count[-] | rels: data_series_1 -distinguished_from-> data_series_2 [-]; data_series_1 -plotted_along-> time_axis [-]; data_series_2 -plotted_along-> time_axis [-],objs: title; subtitle_caption; orange_bars; green_bars; x_axis; y_axis; annotation_labels | attrs: title:bold_large_text[-]; subtitle_caption:multi_sentence_description[+]; orange_bars:distinct_orange_color[-]; green_bars:distinct_dark_green_color[-]; annotation_labels:callout_annotations_with_values[+]; x_axis:twelve_year_labels[+]; green_bars:one_outlier_bar_dominant[+] | rels: orange_bars -paired_with-> green_bars [+]; annotation_labels -annotates-> orange_bars [-]; annotation_labels -annotates-> green_bars [-]; green_bars -peaks_at-> y_axis [+]; subtitle_caption -contextualizes-> orange_bars [-],objs: title_subtitle; bar_chart; orange_bars; green_bars; annotations; axis_labels; source_credit | attrs: title_subtitle:descriptive_multi_line_text[+]; bar_chart:moderate_bar_count[+]; orange_bars:distinct_orange_color[-]; green_bars:distinct_green_color[-]; annotations:callout_annotations_present[-]; axis_labels:clear_year_labels[-] | rels: orange_bars -paired_with-> green_bars [-]; annotations -clarifies_values_in-> bar_chart [-]; title_subtitle -contextualizes-> bar_chart [-]; axis_labels -anchors_time_axis_of-> bar_chart [-]
wsj340.png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/wsj340.png,False,Bar,0.36,description; labels; title; colored segments; chart; doesn't need to do as much visually,text_annotation; domain_schema; color_symbol; cognitive_load,text_annotation; visual_encoding; data_density,data_density; visual_encoding; cognitive_load,text_annotation; color_symbol; visual_encoding,objs: chart; title; labels; colored_segments; description | attrs: chart:low_visual_demand[-]; title:clarifies_content[-]; labels:aids_interpretation[-]; colored_segments:few_distinct_segments[-]; description:explanatory_text_present[-] | rels: title -reduces_cognitive_load_of-> chart [-]; description -supplements_encoding_of-> colored_segments [-]; labels -clarifies_segments_in-> colored_segments [-],objs: title; subtitle_text; donut_chart; center_label; segment_labels; source_caption | attrs: title:bold_large_font[-]; subtitle_text:multi_line_explanatory_text[+]; donut_chart:five_distinct_segments[+]; donut_chart:varied_color_encoding[+]; segment_labels:inline_percentage_labels[-]; center_label:central_aggregate_value[-] | rels: donut_chart -dominated_by-> segment_labels [-]; segment_labels -directly_annotate-> donut_chart [-]; subtitle_text -contextualizes-> donut_chart [+]; center_label -summarizes_total_of-> donut_chart [-],objs: donut_chart; title; subtitle_text; segment_labels; center_annotation; source_caption | attrs: donut_chart:five_distinct_segments[+]; donut_chart:clear_proportional_encoding[-]; title:large_bold_title[-]; subtitle_text:multi_line_explanatory_text[+]; segment_labels:inline_percentage_labels[-]; donut_chart:varied_color_segments[+] | rels: segment_labels -directly_labels-> donut_chart [-]; center_annotation -anchored_inside-> donut_chart [-]; subtitle_text -provides_context_for-> donut_chart [-]; title -introduces_theme_of-> donut_chart [-]
SciVisJ.2926.1.png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/SciVisJ.2926.1.png,False,Cont.-ColorPatn,0.74,don't know what it presents.,cognitive_load,data_density; domain_schema; color_symbol,data_density; domain_schema; cognitive_load,data_density; domain_schema; visual_encoding,objs: visualization; content; labels | attrs: visualization:unclear_purpose[+]; content:unrecognizable_representation[+]; labels:insufficient_context[+] | rels: visualization -fails_to_convey-> content [+]; content -requires_domain_knowledge-> labels [+],objs: vortex_structure; vertical_glyphs; flow_streamlines; panel_label; color_field; background | attrs: vortex_structure:complex_swirling_pattern[+]; vertical_glyphs:numerous_spike_glyphs[+]; flow_streamlines:dense_overlapping_lines[+]; panel_label:minimal_text_label[-]; color_field:multi_hue_color_encoding[+]; background:dark_black_background[-]; vortex_structure:requires_domain_knowledge_3d[+] | rels: flow_streamlines -surrounds-> vortex_structure [+]; vertical_glyphs -overlaps_with-> color_field [+]; color_field -encodes_multiple_variables_in-> vortex_structure [+]; panel_label -labels-> vortex_structure [-]; vertical_glyphs -scattered_across-> background [+],objs: vortex_structure; glyph_spikes; flow_field; color_mapping; annotation_label | attrs: vortex_structure:complex_swirling_3d_form[+]; glyph_spikes:dense_spike_distribution[+]; flow_field:intricate_flow_patterns[+]; color_mapping:multi_hue_color_range[+]; glyph_spikes:varied_glyph_orientations[+]; vortex_structure:visually_overwhelming_structure[+]; annotation_label:minimal_text_present[-] | rels: glyph_spikes -overlaps_with-> flow_field [+]; color_mapping -encodes_values_in-> vortex_structure [+]; vortex_structure -dominates_visual_focus_of-> flow_field [+]; glyph_spikes -increases_clutter_in-> flow_field [+]
VisJ.1515.12.png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/VisJ.1515.12.png,False,Cont.-ColorPatn,0.58,don't understand; didn't understand; in terms of shapes; what it resembles; not as understandable; Processing information is not possible; more lines; Color coded for separating facts; difficult to identify differences in information; no context; too dark; cannot make sense of it; contrast of the colors; color contrast really weird; colors; harder for my eyes to focus; gave no further information; don't know what to say; exact feature; measure; Hard measure; Hard to find exact feature,data_density; visual_encoding; text_annotation; domain_schema; color_symbol; aesthetic_order; cognitive_load,domain_schema; cognitive_load; visual_encoding,domain_schema; cognitive_load; visual_encoding,domain_schema; cognitive_load; visual_encoding,objs: lines; color_scheme; shapes; legend; labels; background | attrs: lines:high_line_density[+]; color_scheme:weird_color_contrast[+]; color_scheme:color_coded_separation[-]; shapes:ambiguous_shape_encoding[+]; legend:provides_no_context[+]; labels:missing_measure_labels[+]; background:too_dark_background[+] | rels: color_scheme -impairs_focus_on-> shapes [+]; lines -makes_difficult_to_identify-> shapes [+]; legend -fails_to_clarify-> labels [+]; background -increases_cognitive_load_of-> lines [+]; shapes -hard_to_find_exact_feature_in-> lines [+],objs: concentric_rings; central_circle; outer_rings; background_field; border_edge | attrs: concentric_rings:numerous_concentric_bands[+]; concentric_rings:radially_symmetric_pattern[-]; central_circle:large_dark_green_center[-]; outer_rings:dark_red_green_alternating[+]; background_field:no_text_or_labels[-]; concentric_rings:high_ring_density_periphery[+]; concentric_rings:requires_domain_interpretation[+] | rels: central_circle -surrounded_by-> concentric_rings [+]; outer_rings -denser_than-> central_circle [+]; concentric_rings -fills-> background_field [+]; outer_rings -contrasts_with-> central_circle [+]; border_edge -frames-> concentric_rings [-],objs: concentric_rings; central_circle; outer_rings; background | attrs: concentric_rings:many_layered_rings[+]; concentric_rings:radial_pattern_encoding[+]; central_circle:dark_green_solid_fill[-]; outer_rings:dark_red_green_alternating[+]; background:no_text_or_labels[-]; concentric_rings:requires_domain_interpretation[+] | rels: concentric_rings -radiates_outward_from-> central_circle [+]; outer_rings -denser_than-> central_circle [+]; concentric_rings -increases_cognitive_load_of-> background [+]; outer_rings -contrasts_color_with-> central_circle [+]
VisJ.1541.1(2).png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/VisJ.1541.1(2).png,False,Cont.-ColorPatn,0.77,far more noise; what the image portrayed; longer to process; color hues; context,data_density; domain_schema; color_symbol; cognitive_load,data_density; domain_schema; cognitive_load,data_density; domain_schema; cognitive_load,data_density; domain_schema; aesthetic_order,objs: chart; data_marks; color_encoding; semantic_content | attrs: data_marks:high_visual_noise[+]; data_marks:requires_longer_processing[+]; color_encoding:distinct_color_hues[-]; semantic_content:unclear_portrayed_meaning[+]; semantic_content:provides_interpretive_context[-] | rels: data_marks -increases_cognitive_load_of-> chart [+]; color_encoding -aids_interpretation_of-> data_marks [-]; semantic_content -reduces_ambiguity_of-> chart [-],objs: mesh_field; white_structure; color_legend; legend_labels; dark_patches; triangular_cells | attrs: mesh_field:high_visual_clutter[+]; triangular_cells:irregular_polygon_tessellation[+]; color_legend:sequential_blue_black_gradient[-]; legend_labels:sparse_numeric_labels[-]; dark_patches:localized_dark_anomalies[+]; mesh_field:domain_specific_mesh_structure[+]; white_structure:white_void_region[-] | rels: mesh_field -encoded_by-> color_legend [+]; triangular_cells -fills-> mesh_field [+]; white_structure -interrupts-> mesh_field [-]; dark_patches -scattered_within-> mesh_field [+]; color_legend -annotated_by-> legend_labels [-],objs: mesh_visualization; color_scale; white_structure; triangular_mesh; scale_labels | attrs: mesh_visualization:highly_dense_mesh_pattern[+]; triangular_mesh:irregular_fragmented_polygons[+]; color_scale:dark_to_light_blue_gradient[-]; mesh_visualization:visually_cluttered_surface[+]; white_structure:clear_white_cutout[-]; scale_labels:sparse_numeric_labels[-]; triangular_mesh:requires_domain_knowledge[+] | rels: triangular_mesh -fills_entire-> mesh_visualization [+]; color_scale -encodes_values_of-> triangular_mesh [-]; white_structure -interrupts_pattern_of-> triangular_mesh [-]; scale_labels -annotates-> color_scale [-]; mesh_visualization -demands_high_cognitive_effort-> scale_labels [+]
v483_n7391_8_f5.png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/v483_n7391_8_f5.png,False,Cont.-ColorPatn,0.62,Curve lines; one variable; heat map; understand at a glance; conveying more data; difficult to read; colored surface; harder to discern; more data points; more axes; require specialized education to understand.; four labeled axes; separate color scale; organized; structured; colors on both side left are identical; easy to understand; ordered; more details; bar chart; harder to read; A lot of data; More colors; More numbers; more information; lines not straightforward; more colors; Multiple data points; four axes; seismic graph; clueless; more difficult to understand; Too many similar colors; axis; visually more striking; unfamiliar with; harder to read and understand; Much more data; words,data_density; visual_encoding; text_annotation; domain_schema; color_symbol; aesthetic_order; cognitive_load,domain_schema; data_density; color_symbol,domain_schema; data_density; cognitive_load,domain_schema; cognitive_load; data_density,objs: colored_surface; axes; color_scale; curve_lines; axis_labels; data_points | attrs: colored_surface:visually_striking_surface[+]; colored_surface:too_many_similar_colors[+]; axes:four_labeled_axes[+]; color_scale:separate_color_scale[+]; curve_lines:lines_not_straightforward[+]; curve_lines:curve_lines_simple[-]; data_points:multiple_data_points[+]; axis_labels:structured_and_organized[-] | rels: colored_surface -conveys_more_data_than-> curve_lines [+]; axes -requires_specialized_knowledge_to_read-> axis_labels [+]; color_scale -adds_color_complexity_to-> colored_surface [+]; data_points -makes_harder_to_discern-> colored_surface [+]; axes -increases_cognitive_load_via-> data_points [+],objs: data_area; colorbar; contour_lines; blue_curve; x_axis; y_axis; axis_labels | attrs: data_area:dense_color_gradient_fill[+]; contour_lines:numerous_overlapping_contours[+]; colorbar:multi_level_color_scale[+]; blue_curve:distinct_overlay_curve[-]; axis_labels:dual_axis_labeling[+]; data_area:domain_specific_physics_plot[+]; contour_lines:tightly_packed_right_region[+] | rels: contour_lines -encodes_intensity_via-> colorbar [+]; blue_curve -overlays_on-> data_area [+]; y_axis -has_dual_scale-> x_axis [+]; contour_lines -clusters_densely_near-> blue_curve [+]; colorbar -maps_color_to_values_in-> data_area [-],objs: contour_plot; color_legend; axis_labels; blue_curve; contour_lines | attrs: contour_plot:dense_overlapping_regions[+]; color_legend:graduated_color_scale[+]; color_legend:yellow_to_red_gradient[+]; axis_labels:dual_axis_scales[+]; blue_curve:distinct_overlaid_curve[+]; contour_lines:numerous_tightly_packed_lines[+] | rels: contour_lines -overlaid_on-> contour_plot [+]; color_legend -encodes_values_of-> contour_plot [-]; blue_curve -intersects_with-> contour_plot [+]; axis_labels -requires_domain_knowledge_for-> contour_plot [+]
InfoVisJ.1558.11(3).png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/InfoVisJ.1558.11(3).png,False,Glyph,0.57,no context,text_annotation,data_density; color_symbol; cognitive_load,data_density; color_symbol; cognitive_load,data_density; domain_schema; color_symbol,objs: visualization; context | attrs: visualization:lacks_contextual_information[+]; context:absent_explanatory_context[+]; visualization:requires_prior_knowledge[+] | rels: visualization -missing-> context [+]; context -increases_interpretive_difficulty_of-> visualization [+],objs: red_cluster; green_cluster; blue_cluster; ellipse_marks; dashed_border; chart_background | attrs: ellipse_marks:oval_shaped_marks[+]; ellipse_marks:varying_mark_sizes[+]; green_cluster:widely_scattered_points[+]; red_cluster:dense_tight_cluster[+]; dashed_border:no_axis_labels[-]; chart_background:minimal_background_clutter[-]; ellipse_marks:three_color_encoding[+] | rels: red_cluster -spatially_separated_from-> blue_cluster [-]; green_cluster -overlaps_with-> red_cluster [+]; green_cluster -overlaps_with-> blue_cluster [+]; ellipse_marks -encoded_by-> chart_background [-]; dashed_border -provides_no_scale_for-> ellipse_marks [+],objs: red_cluster; green_cluster; blue_cluster; dashed_border; ellipse_marks | attrs: red_cluster:dense_oval_grouping[+]; green_cluster:widely_scattered_marks[+]; ellipse_marks:varied_size_orientation[+]; dashed_border:minimal_border_framing[-]; blue_cluster:compact_cluster_form[-]; green_cluster:overlaps_other_clusters[+] | rels: green_cluster -spatially_overlaps-> red_cluster [+]; green_cluster -spatially_overlaps-> blue_cluster [+]; ellipse_marks -encodes_category_via-> red_cluster [-]; dashed_border -bounds-> ellipse_marks [-]; red_cluster -distinct_from-> blue_cluster [-]
InfoVisJ.1558.9.png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/InfoVisJ.1558.9.png,False,Glyph,0.54,little to no shade variation; straightforward; orange shapes; more time to understand; colors drew me in; pellet looking things look like money; clustering of the circles; circles; dotted lines; squares; blue squares; clustering of circles; sizes of the shape (circle); similarity of the colors; Legend too close to visualization; Unlabeled legend/data; Data is overlapping; makes it harder to evaluate,data_density; visual_encoding; text_annotation; domain_schema; color_symbol; cognitive_load,data_density; domain_schema; cognitive_load,data_density; domain_schema; cognitive_load,domain_schema; visual_encoding; cognitive_load,objs: circles; squares; dotted_lines; legend; color_scheme | attrs: circles:clustered_overlapping_circles[+]; circles:varying_circle_sizes[+]; squares:blue_square_marks[+]; dotted_lines:dotted_line_elements[+]; legend:unlabeled_legend_entries[+]; color_scheme:similar_color_palette[+]; color_scheme:little_shade_variation[-] | rels: legend -positioned_too_close_to-> circles [+]; circles -overlaps_with-> squares [+]; legend -lacks_labels_for-> circles [+]; circles -requires_more_time_to_interpret_than-> dotted_lines [+],objs: ellipse_marks; color_legend; zoom_inset_large; zoom_inset_small; dashed_border; dashed_connector_lines | attrs: ellipse_marks:varied_orientation_and_size[+]; ellipse_marks:scattered_spatial_distribution[+]; ellipse_marks:red_gradient_color_encoding[+]; color_legend:numeric_scale_labels[-]; zoom_inset_large:magnified_detail_view[+]; dashed_connector_lines:connects_insets_to_data[+]; ellipse_marks:overlapping_dense_cluster[+] | rels: zoom_inset_large -zooms_into-> ellipse_marks [+]; zoom_inset_small -zooms_into-> ellipse_marks [+]; dashed_connector_lines -links_to-> zoom_inset_large [+]; color_legend -encodes_color_of-> ellipse_marks [-]; dashed_border -frames-> ellipse_marks [-],objs: ellipse_glyphs; color_legend; zoom_inset_large; zoom_inset_small; dashed_border; dashed_connector_lines | attrs: ellipse_glyphs:varied_orientation_and_size[+]; ellipse_glyphs:densely_scattered_glyphs[+]; color_legend:sequential_red_color_scale[-]; zoom_inset_large:magnified_detail_view[+]; dashed_connector_lines:adds_visual_connectors[+]; ellipse_glyphs:orientation_encodes_direction[+] | rels: zoom_inset_large -zooms_into-> ellipse_glyphs [+]; zoom_inset_small -zooms_into-> ellipse_glyphs [+]; dashed_connector_lines -connects-> zoom_inset_large [+]; color_legend -encodes_value_of-> ellipse_glyphs [-]; dashed_border -frames-> ellipse_glyphs [-]
SciVisJ.980.12(2).png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/SciVisJ.980.12(2).png,False,Glyph,0.77,clear text; distinct colors,text_annotation; color_symbol,data_density; domain_schema; cognitive_load,data_density; domain_schema; cognitive_load,domain_schema; visual_encoding; cognitive_load,objs: chart; text_labels; color_encoding | attrs: text_labels:clear_readable_text[-]; color_encoding:distinct_color_variety[+] | rels: color_encoding -contributes_complexity_to-> chart [+]; text_labels -reduces_cognitive_load_of-> chart [-],objs: 3d_bounding_box; streamlines; ellipsoid_glyphs; arrow_glyphs; vortex_cores; floor_shadow | attrs: streamlines:dense_swirling_patterns[+]; ellipsoid_glyphs:multicolor_3d_shapes[+]; arrow_glyphs:scattered_directional_markers[+]; 3d_bounding_box:3d_perspective_volume[+]; vortex_cores:four_distinct_vortices[+]; streamlines:low_contrast_gray_lines[-]; ellipsoid_glyphs:no_text_labels_present[-] | rels: streamlines -spirals_around-> vortex_cores [+]; ellipsoid_glyphs -embedded_within-> 3d_bounding_box [+]; arrow_glyphs -overlaps_with-> streamlines [+]; vortex_cores -spatially_distributed_across-> 3d_bounding_box [+]; floor_shadow -provides_depth_cue_for-> 3d_bounding_box [-],objs: 3d_bounding_box; streamlines; ellipsoid_glyphs; arrow_glyphs; vortex_structures | attrs: streamlines:dense_swirling_lines[+]; ellipsoid_glyphs:multicolor_3d_shapes[+]; arrow_glyphs:scattered_directional_markers[+]; 3d_bounding_box:3d_perspective_volume[+]; vortex_structures:complex_flow_topology[+]; ellipsoid_glyphs:varied_color_encoding[+]; streamlines:visually_cluttered_overlap[+] | rels: streamlines -surrounds-> vortex_structures [+]; ellipsoid_glyphs -embedded_within-> vortex_structures [+]; arrow_glyphs -overlaps_with-> streamlines [+]; 3d_bounding_box -contains-> streamlines [+]; ellipsoid_glyphs -requires_domain_knowledge_to_interpret-> 3d_bounding_box [+]
VisJ.1197.5(3).png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/VisJ.1197.5(3).png,False,Glyph,0.76,so many cube; difficult to visualize; Quantity of items; layers of shapes/details; shapes; texture is stimulating; no context,data_density; visual_encoding; domain_schema; color_symbol; cognitive_load,data_density; aesthetic_order; cognitive_load,data_density; cognitive_load; aesthetic_order,aesthetic_order; data_density; cognitive_load,objs: cubes; layers; texture; context_label; shapes | attrs: cubes:high_quantity_of_cubes[+]; cubes:difficult_to_visualize[+]; layers:multiple_overlapping_layers[+]; texture:visually_stimulating_texture[+]; context_label:absent_context_information[+]; shapes:varied_shape_quantity[+] | rels: cubes -stacked_into-> layers [+]; layers -increases_cognitive_load_via-> texture [+]; context_label -missing_from-> shapes [+]; cubes -composed_of-> shapes [+],objs: 3d_building_blocks; dark_shadows; light_rooftops; curved_horizon_line; white_background; border_frame | attrs: 3d_building_blocks:hundreds_of_elements[+]; 3d_building_blocks:3d_perspective_rendering[+]; 3d_building_blocks:irregular_orientations_overlap[+]; dark_shadows:high_contrast_black_areas[+]; light_rooftops:grayscale_only_palette[-]; curved_horizon_line:curved_spatial_distortion[+]; 3d_building_blocks:no_labels_or_text[-] | rels: 3d_building_blocks -densely_packed_across-> white_background [+]; dark_shadows -increases_clutter_within-> 3d_building_blocks [+]; curved_horizon_line -distorts_layout_of-> 3d_building_blocks [+]; light_rooftops -contrasts_against-> dark_shadows [+]; 3d_building_blocks -requires_domain_knowledge_for-> border_frame [+],objs: 3d_blocks; dark_region; light_region; curved_layout; border_frame | attrs: 3d_blocks:densely_packed_3d_shapes[+]; 3d_blocks:varied_block_sizes[+]; dark_region:high_contrast_dark_tones[+]; curved_layout:curved_perspective_distortion[+]; 3d_blocks:no_text_labels_present[-]; curved_layout:visually_overwhelming_layout[+]; 3d_blocks:high_cognitive_effort_required[+] | rels: dark_region -contrasts_with-> light_region [+]; 3d_blocks -arranged_along-> curved_layout [+]; curved_layout -increases_disorientation_in-> 3d_blocks [+]; 3d_blocks -fills_entirely-> border_frame [+]
VisJ.1499.8.png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/VisJ.1499.8.png,False,Glyph,0.69,more information to think about; number of points/shapes,data_density; domain_schema,domain_schema; visual_encoding; color_symbol,domain_schema; visual_encoding; data_density,domain_schema; visual_encoding; cognitive_load,objs: chart; data_points; information_content | attrs: information_content:high_information_volume[+]; data_points:limited_point_count[-]; information_content:requires_more_thinking[+]; data_points:few_shapes_present[-] | rels: information_content -increases_cognitive_load_of-> chart [+]; data_points -reduces_clutter_in-> chart [-],objs: perfusion_model; motion_model; green_markers; orientation_cube_left; orientation_cube_right; label_text | attrs: perfusion_model:warm_gradient_coloring[+]; motion_model:warm_gradient_coloring[+]; green_markers:dense_symbol_overlay[+]; green_markers:green_diamond_markers[+]; perfusion_model:3d_mesh_surface[+]; label_text:clear_case_labels[-]; motion_model:visually_cluttered_markers[+] | rels: motion_model -more_cluttered_than-> perfusion_model [+]; green_markers -overlaid_on-> motion_model [+]; perfusion_model -compared_side_by_side_with-> motion_model [-]; orientation_cube_left -provides_orientation_for-> perfusion_model [-]; orientation_cube_right -provides_orientation_for-> motion_model [-],objs: perfusion_model; motion_model; green_glyphs; orientation_cube; caption_labels; color_gradient | attrs: perfusion_model:smooth_color_gradient_surface[-]; motion_model:dense_glyph_overlay[+]; green_glyphs:numerous_repeated_symbols[+]; color_gradient:warm_orange_yellow_range[-]; caption_labels:clear_short_labels[-]; motion_model:requires_domain_knowledge[+] | rels: green_glyphs -overlaid_on-> motion_model [+]; motion_model -more_complex_than-> perfusion_model [+]; color_gradient -encodes_data_on-> perfusion_model [-]; orientation_cube -provides_orientation_for-> perfusion_model [-]
VisJ.1949.18(3).png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/VisJ.1949.18(3).png,False,Glyph,0.57,background white; numbers and legend; More elements.; wanted to find a pattern; color intensity.; level of contrast.,data_density; text_annotation; domain_schema; color_symbol,data_density; domain_schema; cognitive_load,data_density; domain_schema; cognitive_load,domain_schema; cognitive_load; data_density,objs: background; legend; numbers; data_elements; color_encoding | attrs: background:white_background[+]; legend:legend_present[+]; numbers:numeric_labels_present[+]; data_elements:multiple_elements_present[+]; color_encoding:high_color_intensity[+]; color_encoding:high_contrast_level[+] | rels: data_elements -requires_pattern_search-> numbers [+]; color_encoding -encodes_variation_in-> data_elements [+]; legend -accompanies-> numbers [+],objs: black_background; repeated_glyph; orange_red_shape; teal_green_arc; grid_layout | attrs: repeated_glyph:high_repetition_count[+]; repeated_glyph:varying_size_across_grid[+]; orange_red_shape:warm_orange_red_hue[+]; teal_green_arc:cool_teal_blue_gradient[+]; black_background:dark_background_reduces_contrast[-]; grid_layout:dense_grid_arrangement[+]; repeated_glyph:no_text_labels_present[-] | rels: orange_red_shape -overlaps_with-> teal_green_arc [+]; repeated_glyph -arranged_in-> grid_layout [+]; repeated_glyph -increases_in_size_toward-> black_background [+]; grid_layout -rendered_against-> black_background [+],objs: glyph_grid; individual_glyph; black_background; orange_marker; teal_green_arc | attrs: glyph_grid:dense_repeated_pattern[+]; individual_glyph:varying_orientation_angles[+]; individual_glyph:multi_color_composite_symbol[+]; black_background:low_contrast_background[+]; glyph_grid:no_text_labels_present[-]; teal_green_arc:gradient_teal_to_blue[+]; glyph_grid:requires_domain_knowledge[+] | rels: individual_glyph -repeated_across-> glyph_grid [+]; orange_marker -embedded_within-> individual_glyph [+]; teal_green_arc -surrounds-> orange_marker [+]; black_background -reduces_legibility_of-> individual_glyph [+]; glyph_grid -increases_cognitive_load_of-> black_background [+]
