filename,data_density_explanation,visual_encoding_explanation,text_annotation_explanation,domain_schema_explanation,color_symbol_explanation,aesthetic_order_explanation,cognitive_load_explanation,summary
VisJ.1515.12.png,A single concentric ring pattern with limited distinct data elements visible.,Concentric circular rings with color gradients; simple but somewhat abstract encoding.,"No text, labels, titles, or annotations of any kind are present.","Appears to be a scientific visualization possibly showing wave interference or an Airy pattern, requiring some domain knowledge to interpret.","Limited color palette of dark green, olive, and dark red/maroon in concentric bands.","Clean, symmetric, and orderly concentric pattern; not cluttered.","Without labels or context, interpretation is ambiguous, but the visual pattern itself is simple and regular.","A concentric ring pattern in dark green and maroon tones, possibly representing a wave interference or diffraction pattern. The image has no text or annotations, keeping visual complexity low despite the specialized domain context."
v483_n7391_8_f5.png,"Dense contour plot with many nested contour levels and overlapping features, representing continuous 2D data.","Filled contour plot with dual axes (top/bottom and left/right), overlay lines in cyan, and a detailed color legend.",Moderate text: four axis labels with subscript notation and a color legend with 12 levels.,"Condensed matter/quantum physics domain with specialized units (meV, nm⁻¹, Fermi energy ratios) requiring expert knowledge.",Sequential yellow-to-red color scale with ~12 discrete levels plus cyan overlay lines; moderate color variety.,"Reasonably well-organized single plot with clear legend, though contour density near the dispersion curve creates visual complexity.","Requires understanding of dispersion relations, dual axis systems, and physical interpretation of contour intensities.","A filled contour plot showing energy-momentum dispersion data in a condensed matter physics context. It features dual axes, a sequential color scale from yellow to red, and overlaid dispersion curves, requiring domain expertise to fully interpret."
VisJ.1499.8.png,Two 3D surface models with color-mapped data and glyph markers; moderate data density across two panels.,"3D mesh surfaces with continuous color mapping, wireframe overlay, glyph symbols on the right panel, and orientation cubes — multiple encoding types.",Minimal text: only two captions and orientation cube labels.,Cardiac perfusion and motion visualization requires specialized medical imaging domain knowledge.,Orange-yellow continuous color gradient with green diamond/circle glyphs on the right panel; moderate color and symbol variety.,Two well-organized side-by-side panels with clean layout; relatively orderly presentation.,"Requires understanding 3D cardiac surface models, color mapping meaning, and glyph interpretation; moderately demanding.","A two-panel comparison of 3D cardiac surface visualizations showing perfusion and motion scenarios. The surfaces use continuous color mapping with wireframe overlays, and the motion scenario adds glyph markers. Moderate complexity driven by 3D rendering and domain-specific medical context."
v487_n7406_7_f3.png,"Dense spatial field data with continuous color mapping, vector arrows, and contour lines all overlaid on a single 2D domain.","Triple encoding: continuous color heatmap, contour lines, and vector field arrows simultaneously represent displacement data.","Minimal text with axis labels, colorbar legend, and 'Rod' label; relatively sparse annotation.",Requires understanding of geomechanics or soil displacement fields around a penetrating rod; moderately specialized.,Full rainbow colormap spanning red to purple with contour lines and directional arrows adding symbolic complexity.,"The overlay of three visual layers (color, contours, arrows) creates moderate visual clutter, especially in the upper-left region.","Interpreting displacement magnitude from color, direction from arrows, and boundaries from contours simultaneously demands significant cognitive effort.","A 2D displacement field visualization showing soil deformation around a penetrating rod, using a rainbow colormap with overlaid contour lines and vector arrows. The triple-encoding approach creates moderate-to-high visual complexity requiring domain knowledge to fully interpret."
SciVisJ.1236.10.png,"A 6×9 grid of small heatmap matrices, each containing dense pixel-level data, resulting in very high overall data density.",Repeated matrix/heatmap encodings with color intensity mapping; consistent but numerous small multiples add complexity.,"Column headers with coded labels (E5U, E5W, etc.) but no row labels or additional annotations; relatively sparse text.","Requires understanding of correlation/similarity matrices, experimental conditions with coded nomenclature, and cross-comparison patterns.",Diverging purple-green color scheme used consistently across all panels; moderate but effective color range.,Organized grid layout but the sheer number of panels (54) and dense pixel patterns create visual overwhelm.,Comparing patterns across 54 small matrices with coded condition labels requires significant cognitive effort and domain knowledge.,"A small multiples display of 54 heatmap matrices comparing experimental conditions (E5U, E5W, E1U, E1W). The dense grid of pixel-level correlation matrices with a diverging purple-green color scheme creates high visual complexity requiring careful cross-panel comparison and domain expertise to interpret."
SciVisJ.2926.1.png,"Extremely dense 3D volumetric rendering with swirling structures, particles, and vector glyphs packed throughout the scene.","Complex 3D volume rendering with multiple encoding channels: color mapping on surfaces, directional glyphs/arrows, and particle-like elements.",Virtually no text; only a small '(a)' label in the bottom-left corner.,"Highly specialized scientific visualization, likely astrophysical or fluid dynamics simulation requiring domain expertise to interpret.","Rich color palette spanning blue, red, orange, yellow, and green against a dark background; colors encode data variables on 3D surfaces and glyphs.","Visually dense and organic with swirling structures and scattered elements creating a complex, somewhat chaotic appearance.","High cognitive demand due to 3D perspective, multiple overlapping visual layers, and need for domain knowledge to interpret the vortex and glyph patterns.","A dense 3D scientific volume rendering showing a vortex-like structure with color-mapped surfaces, directional glyphs, and particle elements. The visualization is visually rich and requires specialized domain knowledge to interpret, though it lacks textual annotations."
VisJ.1197.5(3).png,"Extremely dense scene with hundreds of 3D rectangular blocks filling the entire view, creating a packed visual field.",3D perspective rendering of extruded blocks on a curved/spherical surface with height encoding some data variable.,"No text, labels, titles, or annotations are present anywhere in the image.",Appears to be a 3D treemap or urban/geospatial visualization requiring understanding of spatial data representation.,Monochromatic grayscale palette only; shading conveys depth and orientation but no color variety.,"Extremely cluttered and dense with overlapping blocks creating a visually overwhelming, disorienting scene.",Difficult to parse individual elements or extract meaningful patterns from the dense 3D block arrangement.,"A dense 3D visualization showing hundreds of extruded rectangular blocks arranged on what appears to be a curved surface, rendered in grayscale. The extreme density and lack of any text or legend make it visually overwhelming despite the simple monochromatic color scheme."
InfoVisJ.2699.12.png,Hundreds of nodes and edges densely packed across the entire visualization space with many overlapping connections.,Node-link network diagram with varying node sizes and edge connections; moderately complex encoding but a single chart type.,Minimal text annotation—only four red circled subgroup labels (SG1–SG4).,Network/graph visualization requiring familiarity with graph theory concepts like subgraphs and clustering.,"Limited color palette—purple/blue nodes with pink halos, black edges, and red annotation circles; low color variety.","Dense, cluttered network with many overlapping edges and nodes creating visual disorder across the layout.",Tracking structure and subgroups in a dense network requires significant cognitive effort to parse clusters and connections.,A dense node-link network graph with hundreds of nodes and edges spread across the canvas. Four subgroups are highlighted with red circles. The high node/edge density and overlapping connections create significant visual complexity despite limited color and text use.
SciVisJ.980.12(2).png,"Dense streamlines, numerous 3D glyphs (arrows, ellipsoids), and multiple vortex structures fill the volume.","Complex 3D encoding with streamlines, directional arrow glyphs, and colored ellipsoidal surfaces within a transparent bounding box.",Virtually no text annotations present in the visualization.,Highly specialized computational fluid dynamics or vector field visualization requiring domain expertise in 3D flow topology.,"Multiple colors (red, blue, green, yellow, dark green) encode different vector properties or critical points; diverse glyph shapes used.","Moderately cluttered with overlapping streamlines and scattered glyphs, though the four vortex centers provide some organizational structure.","Interpreting 3D flow patterns, glyph orientations, and the relationship between streamlines and critical points requires significant effort.","A 3D scientific visualization of a vector/flow field inside a rectangular domain showing four vortex structures with streamlines and colored glyphs. The combination of 3D perspective, multiple encoding types, and specialized domain content creates high visual and cognitive complexity despite the absence of text."
InfoVisJ.2402.12(1).png,Extremely dense treemap-like layout packed with hundreds of nested rectangular elements of varying sizes.,Nested rectangles with size encoding and color/luminance variation; complex spatial hierarchy.,Minimal readable text; some tiny labels are present but largely illegible at this resolution.,"Appears to be a treemap or space-filling visualization of hierarchical data, requiring domain familiarity to interpret.","Limited color palette of grey, green, and cyan, but used meaningfully to highlight specific elements against the grey background.",Extremely dense and cluttered layout with hundreds of tightly packed elements creating visual noise.,Very difficult to parse; the sheer density and lack of clear labels make interpretation highly demanding.,"An extremely dense treemap or space-filling visualization with hundreds of nested rectangular cells in grey, green, and cyan. The layout is overwhelmingly packed, making individual elements hard to distinguish, resulting in very high visual complexity despite a limited color palette."
VisC.503.6.png,Only 3 bars with error bars representing minimal data content.,Simple bar chart with hatching pattern and error bars; very basic encoding.,"Minimal text: one title, one y-axis label, three x-axis category labels, and y-axis tick marks.",Visualization experiment results comparing methods; slightly specialized but standard bar chart format.,Essentially monochrome with black hatching on white bars and small red error bars; very limited color use.,"Very clean, well-spaced layout with ample whitespace; no clutter at all.",Immediately interpretable simple bar chart requiring minimal cognitive effort.,"A simple 3-bar chart comparing percent correct across three visualization conditions with error bars. The chart is very clean and minimalist with hatched bars and red error bars, representing one of the lowest complexity levels for a data visualization."
whoQ50_2.png,About 20 bars representing percentage change for different countries; moderate but not dense data.,Simple vertical bar chart with a single encoding (bar height for percentage change).,"Rotated country names on x-axis are numerous and some are long, adding moderate text density.",Straightforward percentage change chart; no specialized domain knowledge needed.,Single brown/orange color used for all bars; minimal color complexity.,"Clean, well-ordered layout sorted by value; bars are evenly spaced with clear whitespace.","Easy to interpret; sorted bars make comparison straightforward, though reading rotated labels takes some effort.","A simple sorted bar chart showing percentage change in case incidence across Latin American countries. The single-color design and sorted layout keep complexity low, though the numerous rotated country labels add moderate text density."
InfoVisC.211.18.png,A simple histogram with approximately 18 bars showing a right-skewed distribution; low data density.,Single encoding type: vertical bars of uniform width with varying heights; very basic.,Minimal text with partially legible axis labels and a title; very low annotation density.,Standard histogram requiring no specialized domain knowledge to interpret.,Monochrome black bars on white background; no color variety or symbols at all.,"Clean, well-organized layout with ample whitespace; very orderly.",Immediately interpretable as a simple frequency distribution; minimal cognitive effort required.,"A simple monochrome histogram showing a right-skewed distribution of thread sizes versus percentage of total messages. Very low visual complexity with minimal encoding, no color, and straightforward interpretation."
whoJ44.png,Only two line series over 11 time points; very low data density.,Simple dual-line chart with standard x-y encoding; minimal encoding complexity.,"Includes a descriptive title, subtitle, axis labels, legend, endpoint value annotations, and source citation — moderately text-heavy for a simple chart.",Requires basic understanding of ODA (Official Development Assistance) but otherwise straightforward.,Two shades of blue (dark and light) with no additional symbols or textures; minimal color variety.,"Very clean, well-organized layout with clear separation of elements; minimal clutter.",Easy to interpret; the main message is immediately apparent from the two trend lines.,"A clean dual-line chart showing trends in total ODA and general budget support from 2000–2010. Very low visual complexity with only two series, minimal color use, and a well-organized layout."
wsj340.png,Only 6 categories displayed in a single pie chart with minimal data volume.,Simple donut/pie chart with straightforward proportional encoding.,"Moderate text including a headline, descriptive paragraph, category labels with percentages, center label, and source attribution.",Simple energy source breakdown; no specialized knowledge required.,"A few distinct colors (orange, blue, yellow, gray) used to differentiate pie segments; clean palette.","Very clean, well-organized infographic layout with clear hierarchy and ample whitespace.",Immediately interpretable; simple part-to-whole relationship with clear labels.,"A clean Wall Street Journal infographic showing India's electrical power generation by source as a donut chart. Low visual complexity with a well-organized layout, limited data points, and clear labeling throughout."
InfoVisC.73.6.png,Very little actual data; the same text string is repeated at decreasing sizes along curved paths.,Text placed along curved arcs with red dot endpoints; simple geometric encoding demonstrating a text-on-path concept.,Moderate text volume with the repeated phrase 'IEEE Information Visualization 2005' at varying scales across multiple lines.,Appears to be a demonstration of text-on-curve rendering; minimal domain knowledge needed.,Only two colors used: dark green text and red circular markers; very limited palette.,Relatively clean layout with progressive scaling; some visual interest from curved text but not cluttered.,Easy to understand as a text rendering demonstration; low interpretive effort required.,"A simple demonstration of text rendered along curved paths at progressively smaller sizes, using the phrase 'IEEE Information Visualization 2005.' Red dots mark curve endpoints. Overall low visual complexity with repetitive content."
VisC.167.11.png,"About 30 stacked bars with 3 segments each, providing moderate data density.",Standard stacked bar chart with straightforward positional and color encoding.,"Axis labels, legend with three entries, and tick marks; moderate but not excessive text.",Requires some understanding of isosurface extraction terminology but the chart form is standard.,"Three distinct colors (blue, dark red, yellow) used consistently; simple color scheme.","Clean, well-organized layout with clear gridlines and well-spaced bars.",Easy to interpret the stacked bar structure and compare across isovalues; low cognitive demand.,"A standard stacked bar chart showing computation time broken into three components across 30 normalized isovalues. The layout is clean and well-organized with moderate data density, making it straightforward to interpret."
VASTJ.2908.2.png,"A matrix-like chart with 5 columns and 17 rows, each cell containing a color-coded marker indicating research focus level.",Simple stacked/segmented bar-like columns with three shades of blue encoding high/medium/low levels.,"17 row labels on the left, 5 column headers at the top, and a legend at the bottom — substantial text volume.","Requires understanding of cognitive science and visualization research concepts like sensemaking, gestalt, and distributed cognition.","Three shades of blue (dark, medium, light) plus gray background; limited but functional color palette.",Well-organized grid layout with consistent spacing; relatively clean and orderly presentation.,Requires cross-referencing rows and columns to compare research focus levels across multiple theoretical frameworks.,A matrix visualization mapping 17 research topics against 5 theoretical frameworks using three shades of blue to indicate research focus levels. The layout is orderly but the volume of categories and domain-specific terminology adds moderate complexity.
economist_daily_chart_153.png,Three stacked area layers over ~30 years of data; moderate data density but not overwhelming.,Standard stacked area chart with straightforward spatial encoding; relatively simple visualization type.,"Title, subtitle, legend with three entries, axis labels, and source attribution; moderate but clean text.",General topic (weather disasters over time) requiring no specialized domain knowledge.,Three shades of blue/teal used for the stacked areas; limited but effective color palette.,"Clean, well-organized Economist-style layout with good whitespace and clear visual hierarchy.",Easy to interpret; stacked area charts are familiar and the legend is clear.,"A clean stacked area chart showing three types of global weather-related disasters from 1980 to 2009. The Economist-style design is well-organized with a limited blue color palette, making it straightforward to interpret with low overall visual complexity."
InfoVisJ.1236.13.png,Two side-by-side map representations of the Netherlands with numerous regions and grid cells conveying substantial data.,"Dual encoding approaches: a choropleth-style region map with numeric labels and a gridded/tile map representation, both using color and spatial layout.","Numeric labels on each region of the left map but no title, legend, or axis labels; moderate text density.",Requires understanding of cartographic representations and the concept of cartogram/tile maps for the Netherlands.,"Rich and diverse color palette with many distinct hues (greens, browns, reds, yellows, blues, oranges) used to encode regional identity across both maps.",Moderately cluttered due to the many small regions on the left map and dense grid cells on the right; two views side by side add visual weight.,Requires cross-referencing between two map representations and matching colors/regions; moderate-to-high interpretive effort.,A dual-view visualization of the Netherlands showing a traditional choropleth map with numeric labels alongside a gridded tile map representation. The rich color palette and need to cross-reference the two views create moderate-to-high visual complexity.
InfoVisJ.1558.9.png,Moderate number of elliptical glyphs scattered across the plot with some clustering and overlap.,"Ellipses encode orientation, size, and color simultaneously; a zoom-in detail box adds encoding complexity.",Minimal text; only the color legend with 5 numeric values is present.,Tensor or uncertainty visualization with oriented ellipses requires specialized domain knowledge to interpret.,A single sequential red-to-dark color ramp with varying opacity/saturation applied to ellipses.,Moderate clutter with overlapping ellipses in the central region; some whitespace in corners balances it.,"Understanding the meaning of ellipse orientation, size, color, and the zoom relationship requires significant effort.","A glyph-based visualization using oriented colored ellipses, likely representing tensor fields or uncertainty. The zoom-in detail panel and multi-attribute encoding of each glyph add moderate-to-high complexity despite relatively sparse text."
VisJ.1949.18(3).png,"A grid of approximately 60+ small multiples showing 3D glyph-like objects, providing moderate-to-high data density.","3D rendered glyphs with orientation, size, and shape variations encoding data across a grid layout.","No text, labels, titles, or annotations are present anywhere in the image.","Appears to be a scientific visualization (possibly magnetism, fluid dynamics, or molecular simulation) requiring specialized domain knowledge to interpret.","Limited color palette of orange, green, and dark tones on black background; colors appear to encode directional or magnitude information.",Regular grid layout but with varying glyph orientations and sizes creating moderate visual complexity against a dark background.,"Without labels or context, interpreting what the 3D glyphs represent and how their variations map to data requires significant effort.","A small multiples grid of 3D scientific glyphs on a black background, likely representing vector field or simulation data. The lack of any text annotation makes interpretation challenging, while the repetitive grid structure provides some order amidst the specialized encoding."
SciVisJ.822.18.png,"Three panels each showing a grid heatmap with moderate data across rows and columns, but the pattern is relatively simple.",Simple grid/heatmap encoding with color intensity as the primary channel; repeated across three panels.,Minimal text: only y-axis labels (2-6) and year labels for each panel.,"Requires some understanding of what the grid dimensions represent, but the visual pattern is straightforward to perceive.",Sequential blue color scale from white to dark navy; limited but effective color range.,"Clean, well-organized layout with three neatly stacked panels and ample whitespace.",Comparison across three time periods is straightforward; patterns are visually clear and easy to read.,"Three stacked heatmap panels showing data for years 1999, 2003, and 2005 with a sequential blue color scale. The layout is clean and repetitive, making cross-panel comparison relatively easy. Overall complexity is low to moderate."
InfoVisJ.349.1.png,"Many nodes (circles and rectangles) connected by numerous orthogonal edges, creating a dense network structure.",Orthogonal graph layout with two distinct node types (circles and squares) connected by rectilinear edges.,Virtually no text present anywhere in the diagram.,Appears to be a circuit diagram or hierarchical graph requiring specialized domain knowledge to interpret node/edge semantics.,Monochrome grayscale only; two node shapes (circles and rectangles) but no color variety.,"Edges cross frequently and the layout is spread unevenly across the canvas, creating moderate visual clutter.",Tracing connections through the dense orthogonal routing is cognitively demanding; understanding the structure requires significant effort.,"A monochrome orthogonal graph or circuit-like diagram with many nodes of two types connected by rectilinear edges. The lack of labels and color makes it visually uniform but structurally complex, requiring significant effort to trace connections and understand the topology."
VASTJ.422.7.png,Moderate data density with 11 user timelines each containing multiple events marked by colored symbols.,Timeline-based layout using both color and shape (circles vs triangles) to encode event types; moderately complex encoding.,"User labels on y-axis, time axis labels, and a 7-item legend; moderate text volume.",Requires understanding of user study timelines and domain-specific categories like Neo-Nazi and Islamic terrorist tasks.,"Four distinct colors (blue, orange, red, yellow/gold) plus black, combined with two shape types (circles and triangles); moderate variety.",Well-organized horizontal timeline layout with clear spacing between users; relatively clean and orderly.,Must track multiple symbol-color combinations across 11 timelines; moderate cognitive effort to compare patterns.,"A timeline visualization showing 11 users' activities over time, with events encoded by color and shape. The layout is well-organized but requires attention to decode the multiple categories represented by color-shape combinations across parallel timelines."
VASTJ.2012.9(2).png,"High information density with a timeline stream graph at top and two large word clouds below, each containing dozens of terms.","Multiple encoding types: stream/flow graph, word clouds with size encoding, pie charts, color-coded categories, and temporal axis.","Very heavy text content across two word clouds with many overlapping words, plus timeline labels, category labels, and topic annotations.","Requires understanding of social media analysis, topic modeling, and protest movement terminology; moderately specialized.","Multiple colors distinguish categories (green, red, blue, gray) in both the stream graph and word clouds; pie chart glyphs add symbolic elements.","Moderately cluttered layout with overlapping word clouds, dense stream flows, and multiple visual elements competing for attention.",Requires integrating temporal patterns from the stream graph with detailed word-level content in clouds; multi-level reading needed.,"A composite visualization combining a temporal stream graph of protest-related topics with two detailed word clouds showing keyword frequencies. The multi-layered design with color-coded categories, pie chart glyphs, and dense text creates substantial visual and cognitive complexity."
v488_n7412_9_f1.png,Dozens of proportional symbols scattered across a detailed topographic map with multiple overlaid geographic features.,"Dual encoding on circles (color for elevation trend, size for standard error), plus line types for rivers, basins, glaciers, and sub-regions.","Geographic labels, sub-region codes with numeric values, coordinate markers, country names, and a detailed legend contribute significant text.","Requires glaciology and remote sensing knowledge (ICESat, elevation difference trends) plus Himalayan geographic familiarity.","Diverging color scale (red-orange-yellow-white-blue) for circles, plus cyan rivers, yellow basins, dashed lines, and dotted glacier lines.",Moderately cluttered with overlapping circles in the western region and multiple overlapping line features on the shaded relief background.,"Must decode dual-encoded symbols, understand geographic context, and interpret statistical values across multiple sub-regions simultaneously.","A geoscientific map showing glacier elevation change trends across the Himalayan range using proportional colored circles on a shaded relief background. Multiple geographic boundaries, rivers, and statistical annotations create a moderately high complexity visualization requiring domain expertise to fully interpret."
v488_n7409_12_f4.png,Moderate data density with a phylogenetic tree showing ~9 taxa across geological time periods with temporal ranges indicated.,"Combines a cladogram with temporal range bars, geological time scale, shaded gap regions, and an embedded fossil photograph.","Extensive geological period labels along the bottom axis, taxon names on the right, time markers on top, and annotations for gaps and fossil specimen.","Requires paleontological and entomological knowledge to interpret geological time scales, phylogenetic relationships, and fossil gaps.","Limited color palette with cyan/light blue for branches, gray shading for time periods and gaps, and a small red scale bar; relatively restrained.","Well-organized layout with clear spatial structure, though the dashed lines and overlapping elements add some visual complexity.","Requires integrating phylogenetic topology with geological timescale, understanding gap concepts, and reading rotated text labels.","A phylogenetic time-tree of early hexapod insects mapped against geological periods from Silurian to Permian. The visualization integrates a cladogram with temporal range bars, highlighted fossil gaps (Romer's gap, Hexapoda gap), and an embedded fossil image of Strudiella, requiring moderate domain expertise to interpret fully."
v488_n7409_19_f1.png,"Extremely dense matrix-style heatmap with dozens of rows and ~60+ columns encoding clinical, genomic, and mutation data across many patient samples.","Complex multi-track genomic heatmap combining categorical color blocks, binary presence/absence marks, and grouped row annotations across multiple data types.","Extensive labeling including patient identifiers across the top, gene names, pathway labels, subtype annotations, and a detailed multi-category legend at the bottom.","Requires deep knowledge of cancer genomics, copy number alterations, somatic mutations, medulloblastoma subtypes, and signaling pathways (Wnt, Hh).","At least 10+ distinct colors encoding sex, age groups, histology types, copy number gains/losses, and different mutation categories.",Well-organized into grouped rows but the sheer density of the matrix with many small colored cells creates visual clutter; structured but overwhelming.,"Interpreting this requires cross-referencing multiple data tracks, understanding genomic terminology, and tracking patterns across subtypes — very high cognitive demand.","A complex genomic oncoprint/heatmap displaying clinical variables, copy number alterations, and somatic mutations across medulloblastoma patient samples organized by molecular subtypes. The visualization is highly information-dense with multiple color encodings and requires significant domain expertise to interpret fully."
visMost573.png,Dense overlapping circular sound zones across a city map create high information density with many layered elements.,Complex encoding using concentric rings of varying colors on a geographic map with multiple visual layers including roads and landmarks.,"Substantial text including a title, lengthy explanatory paragraph, detailed legend with 16 entries, street names, and landmark labels.","Requires understanding of sound propagation mapped geographically, plus cultural/religious context of Jerusalem's soundscape.","Rich color palette with distinct hues (blue, orange, green, pink, yellow) for different sound types, plus layered combinations creating new visual patterns.",Many overlapping translucent circles create visual complexity; the map is busy with layered sound zones competing for attention.,"Must decode color combinations, understand sound overlap zones, and relate geographic features to the soundscape—moderate to high cognitive demand.","A sophisticated sound segmentation map of Jerusalem showing overlapping religious and municipal sound zones using colored concentric circles on a geographic base map. The extensive legend, dense overlapping elements, and multi-layered color encoding create substantial visual complexity. The visualization effectively communicates spatial sound relationships but requires significant interpretive effort."
