section,subcategory,term,n_images
visual_attributes,aesthetics_uncertainty,visually_pleasant_appearance,1
visual_attributes,aesthetics_uncertainty,visually_stimulating,1
visual_attributes,aesthetics_uncertainty,visually_striking_surface,1
visual_attributes,aesthetics_uncertainty,white_background_present,1
visual_attributes,cognitive_load,difficult_to_interpret,17
visual_attributes,cognitive_load,difficult_to_understand,12
visual_attributes,cognitive_load,easy_to_understand,11
visual_attributes,cognitive_load,hard_to_understand,7
visual_attributes,cognitive_load,difficult_to_follow,4
visual_attributes,cognitive_load,difficult_to_read,4
visual_attributes,cognitive_load,easier_to_understand,4
visual_attributes,cognitive_load,easy_to_read,4
visual_attributes,cognitive_load,easy_to_interpret,3
visual_attributes,cognitive_load,familiar_chart_type,3
visual_attributes,cognitive_load,high_interpretive_difficulty,3
visual_attributes,cognitive_load,unclear_subject_matter,3
visual_attributes,cognitive_load,aids_interpretation,2
visual_attributes,cognitive_load,clear_interpretive_message,2
visual_attributes,cognitive_load,difficult_to_comprehend,2
visual_attributes,cognitive_load,easier_to_process,2
visual_attributes,cognitive_load,easier_to_read,2
visual_attributes,cognitive_load,easily_interpretable,2
visual_attributes,cognitive_load,easily_understandable,2
visual_attributes,cognitive_load,easily_understandable_information,2
visual_attributes,cognitive_load,easy_to_follow,2
visual_attributes,cognitive_load,fast_readability,2
visual_attributes,cognitive_load,high_cognitive_load,2
visual_attributes,cognitive_load,high_cognitive_load_to_decode,2
visual_attributes,cognitive_load,immediately_recognizable_form,2
visual_attributes,cognitive_load,invites_deeper_analysis,2
visual_attributes,cognitive_load,low_cognitive_load,2
visual_attributes,cognitive_load,not_immediately_interpretable,2
visual_attributes,cognitive_load,requires_extended_interpretation_time,2
visual_attributes,cognitive_load,requires_extended_processing_time,2
visual_attributes,cognitive_load,requires_longer_interpretation,2
visual_attributes,cognitive_load,simple_to_digest,2
visual_attributes,cognitive_load,simple_to_understand,2
visual_attributes,cognitive_load,accurate_interpretation_challenging,1
visual_attributes,cognitive_load,africa_map_recognized,1
visual_attributes,cognitive_load,aids_data_interpretation,1
visual_attributes,cognitive_load,ambiguous_complexity_level,1
visual_attributes,cognitive_load,ambiguous_without_context,1
visual_attributes,cognitive_load,can_be_confusing,1
visual_attributes,cognitive_load,causes_confusion,1
visual_attributes,cognitive_load,causes_viewer_confusion,1
visual_attributes,cognitive_load,challenging_to_distinguish,1
visual_attributes,cognitive_load,clear_at_a_glance,1
visual_attributes,cognitive_load,clear_path_to_follow,1
visual_attributes,cognitive_load,clearly_visible,1
visual_attributes,cognitive_load,clearly_visible_at_glance,1
visual_attributes,cognitive_load,color_adds_factor_to_consider,1
visual_attributes,cognitive_load,colors_unclear_meaning,1
visual_attributes,cognitive_load,confusing_and_complex,1
visual_attributes,cognitive_load,confusing_movement_pattern,1
visual_attributes,cognitive_load,confusing_overall_understandability,1
visual_attributes,cognitive_load,country_shapes_familiar,1
visual_attributes,cognitive_load,data_clearly_visible,1
visual_attributes,cognitive_load,differences_easily_visible,1
visual_attributes,cognitive_load,differences_unclear,1
visual_attributes,cognitive_load,difficult_cross_element_comparison,1
visual_attributes,cognitive_load,difficult_data_interpretation,1
visual_attributes,cognitive_load,difficult_signal_noise_separation,1
visual_attributes,cognitive_load,difficult_to_analyze,1
visual_attributes,cognitive_load,difficult_to_ascertain,1
visual_attributes,cognitive_load,difficult_to_capture,1
visual_attributes,cognitive_load,difficult_to_discern,1
visual_attributes,cognitive_load,difficult_to_extract_takeaway,1
visual_attributes,cognitive_load,difficult_to_focus_long,1
visual_attributes,cognitive_load,difficult_to_focus_on,1
visual_attributes,cognitive_load,difficult_to_interpret_content,1
visual_attributes,cognitive_load,difficult_to_parse,1
visual_attributes,cognitive_load,difficult_to_visualize,1
visual_attributes,cognitive_load,domain_knowledge_required,1
visual_attributes,cognitive_load,easier_to_figure_out,1
visual_attributes,cognitive_load,easier_to_read_than_chart,1
visual_attributes,cognitive_load,easily_deducible_content,1
visual_attributes,cognitive_load,easily_readable_content,1
visual_attributes,cognitive_load,easily_recognizable,1
visual_attributes,cognitive_load,easily_recognizable_form,1
visual_attributes,cognitive_load,easily_recognizable_symbols,1
visual_attributes,cognitive_load,easily_understood,1
visual_attributes,cognitive_load,easy_information_intake,1
visual_attributes,cognitive_load,easy_to_comprehend,1
visual_attributes,cognitive_load,easy_to_decipher,1
visual_attributes,cognitive_load,easy_to_evaluate,1
visual_attributes,cognitive_load,easy_to_identify_elements,1
visual_attributes,cognitive_load,easy_to_read_glance,1
visual_attributes,cognitive_load,enables_visual_processing,1
visual_attributes,cognitive_load,equally_difficult_to_parse,1
visual_attributes,cognitive_load,exact_values_unreadable,1
visual_attributes,cognitive_load,explanations_provided,1
visual_attributes,cognitive_load,extra_challenge_to_read,1
visual_attributes,cognitive_load,fairly_easy_to_read,1
visual_attributes,cognitive_load,familiar_display_context,1
visual_attributes,cognitive_load,familiar_format,1
visual_attributes,cognitive_load,familiar_map_format,1
visual_attributes,cognitive_load,familiar_representation,1
visual_attributes,cognitive_load,familiar_spatial_form,1
visual_attributes,cognitive_load,familiar_visualization_type,1
visual_attributes,cognitive_load,familiar_waveform_encoding,1
visual_attributes,cognitive_load,fast_content_comprehension,1
visual_attributes,cognitive_load,football_theme_recognizable,1
visual_attributes,cognitive_load,frequency_directly_readable,1
visual_attributes,cognitive_load,generally_comprehensible,1
visual_attributes,cognitive_load,generally_understandable,1
visual_attributes,cognitive_load,graph_adds_complexity,1
visual_attributes,cognitive_load,hard_to_ascertain_meaning,1
visual_attributes,cognitive_load,hard_to_distinguish_points,1
visual_attributes,cognitive_load,hard_to_extract_info,1
visual_attributes,cognitive_load,hard_to_find_features,1
visual_attributes,cognitive_load,hard_to_interpret,1
visual_attributes,cognitive_load,hard_to_intuitively_ascertain,1
visual_attributes,cognitive_load,hard_to_make_sense,1
visual_attributes,cognitive_load,hard_to_quickly_understand,1
visual_attributes,cognitive_load,hard_to_see_story,1
visual_attributes,cognitive_load,harder_to_read,1
visual_attributes,cognitive_load,harder_to_read_discern,1
visual_attributes,cognitive_load,harder_to_understand,1
visual_attributes,cognitive_load,hierarchy_hard_to_parse,1
visual_attributes,cognitive_load,high_cognitive_effort_required,1
visual_attributes,cognitive_load,high_cognitive_strain,1
visual_attributes,cognitive_load,high_information_volume,1
visual_attributes,cognitive_load,high_initial_cognitive_load,1
visual_attributes,cognitive_load,high_interpretive_demand,1
visual_attributes,cognitive_load,high_reading_demand,1
visual_attributes,cognitive_load,high_visual_impact,1
visual_attributes,cognitive_load,highly_confusing_content,1
visual_attributes,cognitive_load,highly_involved_composition,1
visual_attributes,cognitive_load,holistic_comprehension_available,1
visual_attributes,cognitive_load,human_interpretable_layout,1
visual_attributes,cognitive_load,imaging_seems_arbitrary,1
visual_attributes,cognitive_load,impossible_to_interpret,1
visual_attributes,cognitive_load,increased_cognitive_load,1
visual_attributes,cognitive_load,increased_processing_demand,1
visual_attributes,cognitive_load,increases_interpretive_difficulty,1
visual_attributes,cognitive_load,information_hard_to_extract,1
visual_attributes,cognitive_load,instantly_increases_complexity,1
visual_attributes,cognitive_load,instantly_interpretable,1
visual_attributes,cognitive_load,interpretive_uncertainty_present,1
visual_attributes,cognitive_load,intuitive_graph_understanding,1
visual_attributes,cognitive_load,lacks_interpretive_context,1
visual_attributes,cognitive_load,less_clear_at_glance,1
visual_attributes,cognitive_load,less_clear_information,1
visual_attributes,cognitive_load,less_intuitive_overall,1
visual_attributes,cognitive_load,less_simple_overall,1
visual_attributes,cognitive_load,less_time_consuming,1
visual_attributes,cognitive_load,logical_to_read,1
visual_attributes,cognitive_load,longer_to_understand,1
visual_attributes,cognitive_load,low_cognitive_effort,1
visual_attributes,cognitive_load,low_perceived_complexity,1
visual_attributes,cognitive_load,low_visual_demand,1
visual_attributes,cognitive_load,meaning_not_apparent,1
visual_attributes,cognitive_load,meaning_not_interpretable,1
visual_attributes,cognitive_load,meaning_unclear,1
visual_attributes,cognitive_load,mentally_taxing_to_interpret,1
visual_attributes,cognitive_load,minimal_attention_needed,1
visual_attributes,cognitive_load,more_complicated_overall,1
visual_attributes,cognitive_load,more_difficult_to_understand,1
visual_attributes,cognitive_load,more_factors_to_consider,1
visual_attributes,cognitive_load,more_time_to_understand,1
visual_attributes,cognitive_load,more_to_understand,1
visual_attributes,cognitive_load,needs_intense_study,1
visual_attributes,cognitive_load,needs_much_reading,1
visual_attributes,cognitive_load,no_clear_indication_of_content,1
visual_attributes,cognitive_load,no_discernible_pattern,1
visual_attributes,cognitive_load,no_written_information,1
visual_attributes,cognitive_load,non_intuitive_representation,1
visual_attributes,cognitive_load,not_easily_decipherable,1
visual_attributes,cognitive_load,not_easily_understood,1
visual_attributes,cognitive_load,not_intuitive,1
visual_attributes,cognitive_load,not_intuitive_to_interpret,1
visual_attributes,cognitive_load,not_overly_complicated,1
visual_attributes,cognitive_load,not_straight_to_point,1
visual_attributes,cognitive_load,not_understandable_at_all,1
visual_attributes,cognitive_load,nothing_clearly_interpretable,1
visual_attributes,cognitive_load,nothing_clearly_readable,1
visual_attributes,cognitive_load,nothing_is_understood,1
visual_attributes,cognitive_load,nuanced_data_content,1
visual_attributes,cognitive_load,numbers_do_not_make_sense,1
visual_attributes,cognitive_load,numbers_lack_meaning,1
visual_attributes,cognitive_load,only_for_trained_eyes,1
visual_attributes,cognitive_load,overall_confusing,1
visual_attributes,cognitive_load,overall_confusing_layout,1
visual_attributes,cognitive_load,overall_easier_to_understand,1
visual_attributes,cognitive_load,overall_more_complex_to_understand,1
visual_attributes,cognitive_load,overall_more_complicated,1
visual_attributes,cognitive_load,pattern_not_understandable,1
visual_attributes,cognitive_load,pattern_search_required,1
visual_attributes,cognitive_load,pretty_self_explanatory,1
visual_attributes,cognitive_load,provides_necessary_context,1
visual_attributes,cognitive_load,provokes_thought_and_understanding,1
visual_attributes,cognitive_load,purpose_unclear,1
visual_attributes,cognitive_load,quicker_easier_to_process,1
visual_attributes,cognitive_load,quickly_interpretable,1
visual_attributes,cognitive_load,quickly_interpretable_content,1
visual_attributes,cognitive_load,quickly_interpreted_meaning,1
visual_attributes,cognitive_load,rapidly_interpretable_message,1
visual_attributes,cognitive_load,readable_relationships,1
visual_attributes,cognitive_load,reading_data_more_difficult,1
visual_attributes,cognitive_load,recognizable_visual_schema,1
visual_attributes,cognitive_load,reduces_comprehension_effort,1
visual_attributes,cognitive_load,requires_analysis_to_interpret,1
visual_attributes,cognitive_load,requires_concentration,1
visual_attributes,cognitive_load,requires_contextual_evaluation,1
visual_attributes,cognitive_load,requires_detailed_analysis,1
visual_attributes,cognitive_load,requires_extended_analysis,1
visual_attributes,cognitive_load,requires_extended_decoding,1
visual_attributes,cognitive_load,requires_extended_viewing,1
visual_attributes,cognitive_load,requires_extra_cognitive_effort,1
visual_attributes,cognitive_load,requires_extra_effort,1
visual_attributes,cognitive_load,requires_extra_processing_time,1
visual_attributes,cognitive_load,requires_focused_attention,1
visual_attributes,cognitive_load,requires_focused_interpretation,1
visual_attributes,cognitive_load,requires_graphical_inference,1
visual_attributes,cognitive_load,requires_individual_reading,1
visual_attributes,cognitive_load,requires_interpretation_effort,1
visual_attributes,cognitive_load,requires_long_interpretation_time,1
visual_attributes,cognitive_load,requires_longer_assimilation,1
visual_attributes,cognitive_load,requires_longer_processing,1
visual_attributes,cognitive_load,requires_more_interpretation,1
visual_attributes,cognitive_load,requires_more_processing_time,1
visual_attributes,cognitive_load,requires_more_thinking,1
visual_attributes,cognitive_load,requires_squinting_to_understand,1
visual_attributes,cognitive_load,requires_time_to_understand,1
visual_attributes,cognitive_load,resembles_picture_not_chart,1
visual_attributes,cognitive_load,self_explanatory_layout,1
visual_attributes,cognitive_load,simple_overall_design,1
visual_attributes,cognitive_load,simple_overall_structure,1
visual_attributes,cognitive_load,simple_to_grasp,1
visual_attributes,cognitive_load,slow_to_process,1
visual_attributes,cognitive_load,straightforward_and_concise,1
visual_attributes,cognitive_load,straightforward_shape,1
visual_attributes,cognitive_load,straightforward_to_interpret,1
visual_attributes,cognitive_load,straightforward_to_process,1
visual_attributes,cognitive_load,summarizes_at_glance,1
visual_attributes,cognitive_load,supports_data_analysis,1
visual_attributes,cognitive_load,takes_longer_to_understand,1
visual_attributes,cognitive_load,takes_more_time_to_understand,1
visual_attributes,cognitive_load,temporal_comparison_required,1
visual_attributes,cognitive_load,text_aids_interpretation,1
visual_attributes,cognitive_load,too_much_information,1
visual_attributes,cognitive_load,too_much_to_remember,1
visual_attributes,cognitive_load,took_longer_to_understand,1
visual_attributes,cognitive_load,tough_to_identify,1
visual_attributes,cognitive_load,unable_to_sort_elements,1
visual_attributes,cognitive_load,uncertain_image_selection,1
visual_attributes,cognitive_load,unclear_conveyed_message,1
visual_attributes,cognitive_load,unclear_data_message,1
visual_attributes,cognitive_load,unclear_design_purpose,1
visual_attributes,cognitive_load,unclear_encoding,1
visual_attributes,cognitive_load,unclear_focal_point,1
visual_attributes,cognitive_load,unclear_message,1
visual_attributes,cognitive_load,unclear_overall_interpretation,1
visual_attributes,cognitive_load,unclear_portrayed_subject,1
visual_attributes,cognitive_load,unclear_purpose,1
visual_attributes,cognitive_load,unclear_purpose_or_use,1
visual_attributes,cognitive_load,unclear_visual_content,1
visual_attributes,cognitive_load,unclear_visual_presentation,1
visual_attributes,cognitive_load,unclear_visual_purpose,1
visual_attributes,cognitive_load,unclear_visualization_purpose,1
visual_attributes,cognitive_load,unclear_what_displayed,1
visual_attributes,cognitive_load,understand_at_a_glance,1
visual_attributes,cognitive_load,understand_easily_what_about,1
visual_attributes,cognitive_load,understandable_content,1
visual_attributes,cognitive_load,understandable_visual,1
visual_attributes,cognitive_load,unfamiliar_chart_type,1
visual_attributes,cognitive_load,unfamiliar_visualization_type,1
visual_attributes,cognitive_load,universally_familiar_format,1
visual_attributes,cognitive_load,unknown_how_to_read,1
visual_attributes,cognitive_load,unlikely_to_interpret,1
visual_attributes,cognitive_load,unsure_where_to_start,1
visual_attributes,cognitive_load,very_complex_to_process,1
visual_attributes,cognitive_load,very_confusing_appearance,1
visual_attributes,cognitive_load,very_low_complexity,1
visual_attributes,cognitive_load,virtually_impossible_to_decipher,1
visual_attributes,cognitive_load,words_easier_to_understand,1
visual_attributes,color_symbol_texture,multiple_colors_used,20
visual_attributes,color_symbol_texture,multiple_colors_present,18
visual_attributes,color_symbol_texture,high_color_variety,7
visual_attributes,color_symbol_texture,more_colors_used,6
visual_attributes,color_symbol_texture,different_colors_used,5
visual_attributes,color_symbol_texture,high_color_contrast,4
visual_attributes,color_symbol_texture,many_colors_used,4
visual_attributes,color_symbol_texture,multiple_different_colors,4
visual_attributes,color_symbol_texture,too_many_colors,4
visual_attributes,color_symbol_texture,black_and_white_only,3
visual_attributes,color_symbol_texture,different_colors_present,3
visual_attributes,color_symbol_texture,many_colors_present,3
visual_attributes,color_symbol_texture,adds_visual_complexity,2
visual_attributes,color_symbol_texture,color_coding_present,2
visual_attributes,color_symbol_texture,color_variation_present,2
visual_attributes,color_symbol_texture,high_contrast_marks,2
visual_attributes,color_symbol_texture,high_visual_contrast,2
visual_attributes,color_symbol_texture,limited_color_range,2
visual_attributes,color_symbol_texture,many_different_colors,2
visual_attributes,color_symbol_texture,more_colors_present,2
visual_attributes,color_symbol_texture,multiple_distinct_colors,2
visual_attributes,color_symbol_texture,only_two_colors_used,2
visual_attributes,color_symbol_texture,poor_color_choices,2
visual_attributes,color_symbol_texture,varied_color_usage,2
visual_attributes,color_symbol_texture,varied_shapes_present,2
visual_attributes,color_symbol_texture,aids_readability,1
visual_attributes,color_symbol_texture,all_colors_very_different,1
visual_attributes,color_symbol_texture,ambiguous_colors_used,1
visual_attributes,color_symbol_texture,appealing_color_choices,1
visual_attributes,color_symbol_texture,bad_contrast_color_choice,1
visual_attributes,color_symbol_texture,black_color_present,1
visual_attributes,color_symbol_texture,black_to_white_transition,1
visual_attributes,color_symbol_texture,blue_colored,1
visual_attributes,color_symbol_texture,blue_colored_box,1
visual_attributes,color_symbol_texture,blue_colored_squares,1
visual_attributes,color_symbol_texture,bold_color_usage,1
visual_attributes,color_symbol_texture,bold_colors_used,1
visual_attributes,color_symbol_texture,boring_color_choice,1
visual_attributes,color_symbol_texture,bright_vivid_colors,1
visual_attributes,color_symbol_texture,brighter_colors,1
visual_attributes,color_symbol_texture,challenging_to_identify,1
visual_attributes,color_symbol_texture,clear_color_difference,1
visual_attributes,color_symbol_texture,clear_color_differentiation,1
visual_attributes,color_symbol_texture,clearer_distinct_colors,1
visual_attributes,color_symbol_texture,color_adds_complexity,1
visual_attributes,color_symbol_texture,color_choice_complex,1
visual_attributes,color_symbol_texture,color_coded_separation,1
visual_attributes,color_symbol_texture,color_encoding_used,1
visual_attributes,color_symbol_texture,color_meaning_unclear,1
visual_attributes,color_symbol_texture,color_meaning_undefined,1
visual_attributes,color_symbol_texture,color_scale_encoding,1
visual_attributes,color_symbol_texture,color_shades_vary,1
visual_attributes,color_symbol_texture,colored_graphic_chart,1
visual_attributes,color_symbol_texture,colored_within_shape,1
visual_attributes,color_symbol_texture,colorful_appearance,1
visual_attributes,color_symbol_texture,colors_aid_interpretation,1
visual_attributes,color_symbol_texture,colors_aid_recognition,1
visual_attributes,color_symbol_texture,colors_carry_no_meaning,1
visual_attributes,color_symbol_texture,colors_convey_meaning,1
visual_attributes,color_symbol_texture,colors_hard_to_distinguish,1
visual_attributes,color_symbol_texture,colors_involved,1
visual_attributes,color_symbol_texture,colors_more_appealing,1
visual_attributes,color_symbol_texture,colors_represent_groups,1
visual_attributes,color_symbol_texture,colors_too_similar,1
visual_attributes,color_symbol_texture,complex_color_arrangement,1
visual_attributes,color_symbol_texture,complex_color_scheme,1
visual_attributes,color_symbol_texture,confusing_color_variety,1
visual_attributes,color_symbol_texture,contrasting_color_scheme,1
visual_attributes,color_symbol_texture,contrasting_patterns,1
visual_attributes,color_symbol_texture,contributes_to_complexity,1
visual_attributes,color_symbol_texture,dark_and_black_coloring,1
visual_attributes,color_symbol_texture,dark_coloring,1
visual_attributes,color_symbol_texture,dark_green_color,1
visual_attributes,color_symbol_texture,dark_green_color_used,1
visual_attributes,color_symbol_texture,darker_tone,1
visual_attributes,color_symbol_texture,different_shades_of_orange,1
visual_attributes,color_symbol_texture,different_shades_used,1
visual_attributes,color_symbol_texture,difficult_to_tell_apart,1
visual_attributes,color_symbol_texture,discordant_color_choice,1
visual_attributes,color_symbol_texture,distinct_color_hues,1
visual_attributes,color_symbol_texture,distinct_color_separation,1
visual_attributes,color_symbol_texture,distinct_color_variety,1
visual_attributes,color_symbol_texture,distinct_colors_used,1
visual_attributes,color_symbol_texture,distinguished_distinctive_colors,1
visual_attributes,color_symbol_texture,dull_and_blended_colors,1
visual_attributes,color_symbol_texture,easily_recognizable_symbols,1
visual_attributes,color_symbol_texture,excessive_color_count,1
visual_attributes,color_symbol_texture,few_colors_used,1
visual_attributes,color_symbol_texture,fully_saturated_palette,1
visual_attributes,color_symbol_texture,good_color_choices,1
visual_attributes,color_symbol_texture,gradient_color_encoding,1
visual_attributes,color_symbol_texture,gradient_color_transition,1
visual_attributes,color_symbol_texture,graphic_legend_missing,1
visual_attributes,color_symbol_texture,green_color_present,1
visual_attributes,color_symbol_texture,grouped_by_color,1
visual_attributes,color_symbol_texture,hard_to_identify_colors,1
visual_attributes,color_symbol_texture,high_color_intensity,1
visual_attributes,color_symbol_texture,high_color_saturation,1
visual_attributes,color_symbol_texture,high_color_variability,1
visual_attributes,color_symbol_texture,high_color_variation,1
visual_attributes,color_symbol_texture,high_contrast_coloring,1
visual_attributes,color_symbol_texture,high_contrast_level,1
